"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.218851792E0,-4.745132446E-1,9.190887451E-2,1.101589233E1,1.102649056E1
3.228861792E0,-6.602769470E-1,2.224374390E-1,1.078162949E1,1.080411859E1
3.238901792E0,-6.996450806E-1,9.490264893E-2,1.098565521E1,1.100832095E1
3.248911792E0,-7.460485840E-1,-7.828720093E-2,1.109163483E1,1.111697263E1
3.258951792E0,-8.762777710E-1,-1.097218323E-1,1.122291183E1,1.125760417E1
3.268992792E0,-1.016386414E0,-8.861572266E-2,1.147214355E1,1.151742036E1
3.279002792E0,-9.295669556E-1,-2.767744446E-1,1.139430542E1,1.143551026E1
3.289042792E0,-7.217990112E-1,-5.966592407E-1,1.144475052E1,1.148300094E1
3.299052792E0,-8.198451233E-1,-5.918692017E-1,1.183678528E1,1.187989650E1
3.309092792E0,-9.848020935E-1,-3.980223083E-1,1.171074738E1,1.175882056E1
3.319102792E0,-1.057700500E0,-1.824705505E-1,1.163889679E1,1.168828235E1
3.329142792E0,-1.096918945E0,-1.266366577E-1,1.158470947E1,1.163721451E1
3.339182792E0,-1.089883575E0,-1.417552185E-1,1.142095001E1,1.147371082E1
3.349192792E0,-9.916877747E-1,-1.875599670E-1,1.136062546E1,1.140536866E1
3.359232792E0,-8.003855896E-1,-2.317181396E-1,1.138053406E1,1.141099758E1
3.369242792E0,-7.767347717E-1,-2.374063110E-1,1.142888351E1,1.145770732E1
3.379282792E0,-8.897497559E-1,-1.631607056E-1,1.154474258E1,1.158012769E1
3.389323792E0,-9.686357117E-1,-9.250762939E-2,1.164593216E1,1.168651140E1
3.399332792E0,-1.044228516E0,-8.187973022E-2,1.170101761E1,1.174780535E1
3.409373792E0,-9.865983582E-1,-5.433700562E-2,1.178199921E1,1.182335968E1
3.419382792E0,-7.914042664E-1,-2.005828857E-2,1.181537979E1,1.184187159E1
3.429423792E0,-6.011499023E-1,3.203338623E-2,1.177062286E1,1.178600738E1
3.439432792E0,-4.520599365E-1,1.273851013E-1,1.166075134E1,1.167020595E1
3.449473792E0,-4.558021545E-1,2.613565063E-1,1.150088379E1,1.151287934E1
3.459513792E0,-5.885760498E-1,3.646417236E-1,1.142229721E1,1.144326260E1
3.469523792E0,-7.795788574E-1,4.070036316E-1,1.142888351E1,1.146266869E1
3.479563792E0,-8.821156311E-1,3.219804382E-1,1.148247208E1,1.152080572E1
3.489573792E0,-1.141526184E0,1.950444031E-1,1.144490021E1,1.150334148E1
3.499613792E0,-1.468146973E0,2.401007080E-1,1.134041748E1,1.143757721E1
3.509623792E0,-1.421144714E0,3.162922668E-1,1.131137787E1,1.140469037E1
3.519663792E0,-1.375339966E0,2.182461548E-1,1.129161896E1,1.137716353E1
3.529703792E0,-1.412462769E0,5.463638306E-2,1.105211700E1,1.114214192E1
3.539713792E0,-1.304237823E0,1.007405090E-1,1.083896027E1,1.091761167E1
3.549753792E0,-1.261127472E0,1.664538574E-1,1.066023193E1,1.073586020E1
3.559763792E0,-1.345102844E0,2.157014465E-1,1.042312500E1,1.051177262E1
3.569804792E0,-1.387614441E0,3.394940186E-1,1.032747391E1,1.042580680E1
3.579844792E0,-1.537153473E0,4.939727783E-1,1.028346542E1,1.040944336E1
3.589854792E0,-1.637295227E0,6.012995911E-1,1.024289978E1,1.039034613E1
3.599894792E0,-1.583856354E0,6.096821594E-1,1.017254608E1,1.031314729E1
3.609904792E0,-1.556014252E0,5.307962036E-1,1.021775208E1,1.034917303E1
3.619944792E0,-1.427581329E0,4.908293152E-1,1.023391846E1,1.034465992E1
3.629954792E0,-1.265917511E0,4.671784973E-1,1.006551865E1,1.015556343E1
3.639994792E0,-1.175655212E0,4.683760071E-1,9.908495178E0,9.988984831E0
3.650034792E0,-1.191671906E0,5.492079163E-1,9.750872955E0,9.838761846E0
3.660044792E0,-1.246457977E0,6.240522766E-1,9.534572754E0,9.635931524E0
3.670084792E0,-1.254391479E0,7.298822021E-1,9.412875824E0,9.524098765E0
3.680094792E0,-1.317709808E0,8.574169922E-1,9.226363678E0,9.359343447E0
3.690134792E0,-1.330583038E0,9.654922485E-1,9.078321533E0,9.225971405E0
3.700144792E0,-1.290765839E0,1.033450928E0,9.020391998E0,9.170690763E0
3.710184792E0,-1.243015137E0,1.085991669E0,8.860674133E0,9.013102165E0
3.720225792E0,-1.239272919E0,1.088536377E0,8.701105957E0,8.856068749E0
3.730234792E0,-1.261277161E0,1.058598633E0,8.605005798E0,8.761140105E0
3.740275792E0,-1.326691132E0,1.014590149E0,8.558901672E0,8.720338317E0
3.750285792E0,-1.469793549E0,9.862989807E-1,8.592431946E0,8.772853897E0
3.760325792E0,-1.466350708E0,1.003662872E0,8.590485992E0,8.772341372E0
3.770365792E0,-1.351988525E0,1.057700500E0,8.483009491E0,8.654943867E0
3.780375792E0,-1.251248016E0,1.105301514E0,8.380772095E0,8.545446386E0
3.790415792E0,-1.167871399E0,1.187779999E0,8.298293610E0,8.463830206E0
3.800425792E0,-1.050216064E0,1.290915527E0,8.121211853E0,8.289963730E0
3.810465792E0,-9.834548950E-1,1.288520508E0,7.985144806E0,8.148006272E0
3.820475792E0,-9.782157898E-1,1.283281403E0,8.017926636E0,8.178683563E0
3.830515792E0,-9.526190186E-1,1.296454010E0,7.970026245E0,8.130780672E0
3.840556792E0,-8.893006897E-1,1.318458252E0,7.873477020E0,8.032485809E0
3.850565792E0,-8.806187439E-1,1.257684631E0,7.884104919E0,8.032208313E0
3.860606792E0,-9.607022095E-1,1.330133972E0,7.912994843E0,8.081317498E0
3.870615792E0,-1.106648712E0,1.465153198E0,7.918832703E0,8.128914850E0
3.880656792E0,-1.174308014E0,1.596130829E0,7.945177917E0,8.188558180E0
3.890665792E0,-1.182241516E0,1.664239197E0,7.866591339E0,8.127154878E0
3.900706792E0,-1.181942139E0,1.656904449E0,7.901768188E0,8.159672792E0
3.910746792E0,-1.202449493E0,1.650916901E0,7.893834686E0,8.153774430E0
3.920756792E0,-1.303938446E0,1.669627991E0,7.826474762E0,8.108120639E0
3.930796792E0,-1.448388062E0,1.668729858E0,7.838150482E0,8.143653375E0
3.940806792E0,-1.451531525E0,1.641037445E0,7.797584839E0,8.099523256E0
3.950846792E0,-1.326691132E0,1.553319855E0,7.798033905E0,8.061156537E0
3.960886792E0,-1.263522491E0,1.514400787E0,7.862699432E0,8.106290224E0
3.970906542E0,-1.241069183E0,1.596879272E0,7.936346283E0,8.189985864E0
3.980946542E0,-1.323697357E0,1.601669312E0,7.971523132E0,8.237882029E0
3.990956542E0,-1.464853821E0,1.451381836E0,8.022417297E0,8.283205010E0
4.000996542E0,-1.551074524E0,1.313817902E0,8.057743835E0,8.310185640E0
4.011006542E0,-1.540895691E0,1.229992218E0,8.041577454E0,8.279746876E0
4.021046542E0,-1.439855804E0,1.067430267E0,8.018076324E0,8.215968601E0
4.031087542E0,-1.254990234E0,8.816665649E-1,7.987988892E0,8.133898386E0
4.041097542E0,-9.560618591E-1,6.650669861E-1,7.909402313E0,7.994686568E0
4.051137542E0,-5.786965942E-1,4.532574463E-1,7.868836670E0,7.903095760E0
4.061147542E0,-3.320095825E-1,4.285588074E-1,7.867788849E0,7.886443710E0
4.071187542E0,-4.546046448E-1,5.691165161E-1,7.911348267E0,7.944809021E0
4.081197542E0,-7.997868347E-1,6.831793213E-1,7.998467102E0,8.067333447E0
4.091237542E0,-1.135838013E0,6.176156616E-1,8.146359558E0,8.248318080E0
4.101277542E0,-1.540895691E0,5.096900940E-1,8.383167114E0,8.538830973E0
4.111287542E0,-1.888472900E0,5.282514954E-1,8.601862335E0,8.822551511E0
4.121327542E0,-1.855391693E0,5.836363220E-1,8.772058411E0,8.985105367E0
4.131337542E0,-1.544937286E0,5.038522339E-1,8.948840790E0,9.095188276E0
4.141377542E0,-9.056167603E-1,5.363346863E-1,8.870403900E0,8.932629062E0
4.151418542E0,-9.934840393E-1,4.864883423E-1,9.028774567E0,9.096287793E0
4.161427542E0,-1.303788757E0,7.767347717E-1,9.378447418E0,9.500445148E0
4.171468542E0,-1.433419189E0,1.124012604E0,9.548044739E0,9.720249649E0
4.181477542E0,-1.459764404E0,1.146465912E0,9.535470886E0,9.714448066E0
4.191518542E0,-1.281485138E0,9.539662170E-1,9.589957581E0,9.722116133E0
4.201527542E0,-9.701325989E-1,7.490423584E-1,9.747280426E0,9.824036717E0
4.211568542E0,-9.038204956E-1,5.129832458E-1,1.005129822E1,1.010488195E1
4.221608542E0,-9.253756714E-1,5.379812622E-1,1.035696259E1,1.041212841E1
4.231618542E0,-8.791218567E-1,8.021818542E-1,1.060604462E1,1.067260668E1
4.241658542E0,-8.307723999E-1,1.027164001E0,1.078866486E1,1.086924735E1
4.251668542E0,-8.533753967E-1,1.062191162E0,1.097652420E1,1.106076775E1
4.261708542E0,-6.704557800E-1,1.036893768E0,1.109896957E1,1.116744309E1
4.271718542E0,-3.465293884E-1,1.114582214E0,1.114267868E1,1.120364513E1
4.281758542E0,-1.799258423E-1,1.115630035E0,1.123937759E1,1.129604410E1
4.291798542E0,6.137237549E-3,9.583071899E-1,1.144415176E1,1.148420654E1
4.301808542E0,2.525248718E-1,6.586303711E-1,1.154369476E1,1.156522596E1
4.311848542E0,3.495231628E-1,4.703219604E-1,1.146735352E1,1.148231535E1
4.321858542E0,1.874102783E-1,4.520599365E-1,1.148621429E1,1.149663427E1
4.331899542E0,-1.218466187E-1,4.221221924E-1,1.148187332E1,1.149027627E1
4.341939542E0,-3.426374817E-1,4.119433594E-1,1.139250916E1,1.140510248E1
4.351949542E0,-5.010081482E-1,3.320095825E-1,1.131886230E1,1.133480849E1
4.361989542E0,-5.309458923E-1,2.110610962E-1,1.126692032E1,1.128139813E1
4.371999542E0,-3.914360046E-1,6.286926270E-2,1.125389740E1,1.126087836E1
4.382039542E0,-2.276765442E-1,4.296066284E-2,1.135388947E1,1.135625326E1
4.392049542E0,-5.688171387E-3,1.245410156E-1,1.116992203E1,1.117061775E1
4.402089542E0,6.945556641E-2,1.793270874E-1,1.106723557E1,1.106890624E1
4.412129542E0,-1.302291870E-2,1.701960754E-1,1.108519821E1,1.108651233E1
4.422139542E0,-6.840774536E-2,7.020401001E-2,1.110226273E1,1.110269543E1
4.432179542E0,-1.212478638E-1,-8.951385498E-2,1.110525650E1,1.110627911E1
4.442189542E0,-5.493576050E-2,-3.384461975E-1,1.112022537E1,1.112551015E1
4.452229542E0,1.481918335E-2,-5.472619629E-1,1.113923584E1,1.115268086E1
4.462239542E0,5.149291992E-2,-5.263055420E-1,1.108175537E1,1.109436574E1
4.472279542E0,3.367996216E-2,-2.336640930E-1,1.096993790E1,1.097247787E1
4.482320542E0,8.532257080E-2,1.336720276E-1,1.090482330E1,1.090597632E1
4.492329542E0,3.486250305E-1,4.333488464E-1,1.085557571E1,1.086981392E1
4.502370542E0,2.441423035E-1,4.334985352E-1,1.085288132E1,1.086427905E1
4.512379542E0,-2.243833923E-1,1.468446350E-1,1.108789261E1,1.109113492E1
4.522420542E0,-6.571334839E-2,1.302291870E-1,1.109986771E1,1.110082614E1
4.532460542E0,1.757345581E-1,3.308120728E-2,1.115839600E1,1.115982877E1
4.542470542E0,4.909790039E-1,-6.676116943E-2,1.128757736E1,1.129844769E1
4.552510542E0,7.321275330E-1,-7.035369873E-3,1.136825958E1,1.139181224E1
4.562520542E0,8.669970703E-1,2.040257263E-1,1.132455048E1,1.135952261E1
4.572560542E0,9.340576172E-1,4.757107544E-1,1.123473724E1,1.128353160E1
4.582570542E0,9.183403015E-1,6.333329773E-1,1.112426697E1,1.118006150E1
4.592610542E0,8.391549683E-1,6.821315002E-1,1.098894836E1,1.104203200E1
4.602650542E0,8.211923218E-1,7.291337585E-1,1.096275284E1,1.101761965E1
4.612660542E0,8.074209595E-1,6.776408386E-1,1.083282303E1,1.088398734E1
4.622701542E0,7.158114624E-1,4.637356567E-1,1.067175797E1,1.070578605E1
4.632710542E0,5.801934814E-1,2.233355713E-1,1.060873901E1,1.062693967E1
4.642751542E0,5.072950745E-1,-1.451980591E-2,1.047836014E1,1.049064299E1
4.652791542E0,5.849835205E-1,-6.691085815E-2,1.046009811E1,1.047665669E1
4.662801542E0,6.547384644E-1,-1.333726501E-1,1.040606049E1,1.042749086E1
4.672841542E0,7.140151978E-1,-1.267863464E-1,1.039243881E1,1.041770977E1
4.682851542E0,7.984396362E-1,5.987548828E-3,1.045306274E1,1.048351384E1
4.692891542E0,9.927355957E-1,1.202000427E-1,1.047656387E1,1.052417990E1
4.702901542E0,1.097817078E0,2.044747925E-1,1.026744873E1,1.032799669E1
4.712941542E0,1.090033264E0,1.755848694E-1,1.003498215E1,1.009553710E1
4.722981542E0,1.099463654E0,1.395098877E-1,9.999356232E0,1.006058688E1
4.732991542E0,1.177301788E0,1.743873596E-1,1.006297394E1,1.013310885E1
4.743031542E0,1.290316772E0,1.395098877E-1,1.002899460E1,1.011262147E1
4.753041542E0,1.235979767E0,1.451980591E-2,1.000190094E1,1.007798984E1
4.763081542E0,1.141226807E0,-8.038284302E-2,1.010144394E1,1.016602330E1
4.773091542E0,1.080902252E0,-9.355545044E-2,1.018721558E1,1.024482618E1
4.783131542E0,9.604028320E-1,-6.286926270E-2,1.012584320E1,1.017148105E1
4.793172542E0,8.683442688E-1,4.191284180E-3,9.996212769E0,1.003385813E1
4.803181542E0,9.033714294E-1,9.175918579E-2,9.857601013E0,9.899333181E0
4.813222542E0,9.274713135E-1,1.454974365E-1,9.795629883E0,9.840515095E0
4.823232542E0,1.004561005E0,1.398092651E-1,9.811197510E0,9.863482449E0
4.833272542E0,1.077908478E0,1.922003174E-1,9.742041321E0,9.803376803E0
4.843312542E0,1.159488831E0,2.772235107E-1,9.535171509E0,9.609410124E0
4.853322542E0,1.213825836E0,3.336561584E-1,9.486822052E0,9.569978696E0
4.863362542E0,1.308279419E0,3.604504395E-1,9.506730652E0,9.603095712E0
4.873372542E0,1.416953430E0,3.429368591E-1,9.417516174E0,9.529689061E0
4.883412542E0,1.357377319E0,4.435276794E-1,9.374854889E0,9.482989728E0
4.893422542E0,1.242865448E0,6.571334839E-1,9.361233215E0,9.466214991E0
4.903462542E0,1.175804901E0,7.264393616E-1,9.196875000E0,9.300147369E0
4.913503542E0,1.109941864E0,7.378157043E-1,9.051377563E0,9.148976924E0
4.923512542E0,1.045426025E0,7.891589355E-1,8.941206665E0,9.036640085E0
4.933553542E0,1.023272095E0,7.911048889E-1,8.751850433E0,8.846910123E0
4.943562542E0,1.001866608E0,8.232879639E-1,8.637637939E0,8.734433522E0
4.953603542E0,9.545649719E-1,8.681945801E-1,8.579409027E0,8.675898534E0
4.963612542E0,1.047521667E0,8.779243469E-1,8.562643890E0,8.671039338E0
4.973665500E0,1.173559570E0,8.325686646E-1,8.487200775E0,8.608309337E0
4.983705500E0,1.225800934E0,7.756869507E-1,8.311466217E0,8.437105478E0
4.993715500E0,1.170266418E0,7.722441101E-1,8.211174774E0,8.330022547E0
5.003755500E0,1.055754547E0,7.581733704E-1,8.112978973E0,8.216439152E0
5.013765500E0,9.895921326E-1,7.571255493E-1,7.947872314E0,8.044949099E0
5.023805500E0,9.485774231E-1,7.587721252E-1,7.783813477E0,7.878025546E0
5.033845500E0,8.113128662E-1,7.807763672E-1,7.743846588E0,7.825279566E0
5.043855500E0,6.706054688E-1,8.672964478E-1,7.752378845E0,7.829514198E0
5.053895500E0,6.529421997E-1,9.711804199E-1,7.723788300E0,7.811941540E0
5.063905500E0,6.351292419E-1,9.607022095E-1,7.695048065E0,7.780752060E0
5.073945500E0,4.742138672E-1,8.599617004E-1,7.774383087E0,7.836162664E0
5.083955500E0,3.631448364E-1,8.339158630E-1,7.742349701E0,7.795592904E0
5.093995500E0,3.823049927E-1,7.665559387E-1,7.624394989E0,7.672363656E0
5.104036500E0,3.650907898E-1,6.547384644E-1,7.599846039E0,7.636729245E0
5.114046500E0,3.179388428E-1,6.725514221E-1,7.619455261E0,7.655684751E0
5.124086500E0,3.016227722E-1,7.722441101E-1,7.679480438E0,7.724102347E0
5.134096500E0,2.694396973E-1,8.156538391E-1,7.683821411E0,7.731688070E0
5.144136500E0,2.281256104E-1,8.144563293E-1,7.780071259E0,7.825911397E0
5.154146500E0,2.113604736E-1,8.020321655E-1,7.909701691E0,7.953069199E0
5.164186500E0,2.128573608E-1,8.023315430E-1,7.989336090E0,8.032343078E0
5.174226500E0,1.510359192E-1,8.587641907E-1,8.096363525E0,8.143180590E0
5.184236500E0,8.741821289E-2,8.674461365E-1,8.146359558E0,8.192879762E0
5.194276500E0,1.242416382E-1,7.619155884E-1,8.077652435E0,8.114457481E0
5.204286500E0,2.341131592E-1,6.743476868E-1,8.160430298E0,8.191591812E0
5.214326500E0,3.444337463E-1,6.221063232E-1,8.400830383E0,8.430871960E0
5.224367500E0,3.308120728E-1,6.315367126E-1,8.572972412E0,8.602565386E0
5.234376500E0,2.540217590E-1,6.044430542E-1,8.731343079E0,8.755925446E0
5.244417500E0,1.634600830E-1,4.393363953E-1,8.866362305E0,8.878745192E0
5.254426500E0,6.391708374E-2,3.359014893E-1,9.022487640E0,9.028964416E0
5.264467500E0,-5.942642212E-2,3.414399719E-1,9.245972900E0,9.252466030E0
5.274476500E0,-2.207908630E-1,2.745291138E-1,9.415719910E0,9.422308436E0
5.284517500E0,-2.481838989E-1,1.986369324E-1,9.519005127E0,9.524311549E0
5.294557500E0,-1.868115234E-1,1.896556091E-1,9.610015869E0,9.613702346E0
5.304567500E0,-1.511856079E-1,1.778302002E-1,9.716145172E0,9.718948383E0
5.314607500E0,-1.754351807E-1,2.381547546E-1,9.760752411E0,9.765233372E0
5.324617500E0,-2.353106689E-1,3.275189209E-1,9.783205719E0,9.791514382E0
5.334657500E0,-2.776725769E-1,2.929408264E-1,9.773775330E0,9.782106142E0
5.344667500E0,-2.734812927E-1,1.371148682E-1,9.749076691E0,9.753875580E0
5.354707500E0,-3.192860413E-1,8.397537231E-2,9.968220978E0,9.973686625E0
5.364747500E0,-3.489244080E-1,2.110610962E-1,1.034768188E1,1.035571414E1
5.374757500E0,-3.981719971E-1,2.760260010E-1,1.071965836E1,1.073060141E1
5.384797500E0,-4.637356567E-1,2.157014465E-1,1.090272766E1,1.091471705E1
5.394807500E0,-5.568420410E-1,1.324745178E-1,1.087623276E1,1.089128374E1
5.404848500E0,-6.271957397E-1,9.220825195E-2,1.092548035E1,1.094385662E1
5.414888500E0,-7.122189331E-1,3.173400879E-2,1.110810059E1,1.113095510E1
5.424898500E0,-6.936575317E-1,-2.350112915E-2,1.119896164E1,1.122044807E1
5.434938500E0,-6.450086975E-1,-4.251159668E-2,1.134865036E1,1.136704484E1
5.444948500E0,-7.074288940E-1,2.903961182E-2,1.156510025E1,1.158675290E1
5.454988500E0,-8.424481201E-1,1.546284485E-1,1.157393188E1,1.160558176E1
5.464998500E0,-1.019978943E0,2.219883728E-1,1.164413589E1,1.169083131E1
5.475038500E0,-1.171314240E0,1.308279419E-1,1.174053543E1,1.179954513E1
5.485078500E0,-1.228944397E0,-9.086105347E-2,1.184621567E1,1.191013794E1
5.495088500E0,-1.343755646E0,-3.399430847E-1,1.197345108E1,1.205341326E1
5.505128500E0,-1.407373352E0,-5.673202515E-1,1.204799606E1,1.214317756E1
5.515138500E0,-1.411414948E0,-6.822811890E-1,1.216116074E1,1.226178740E1
5.525178500E0,-1.415606232E0,-6.807843018E-1,1.213361801E1,1.223487206E1
5.535188500E0,-1.379830627E0,-5.281018066E-1,1.193812454E1,1.202919954E1
5.545228500E0,-1.368603973E0,-4.507127380E-1,1.193947174E1,1.202610512E1
5.555269500E0,-1.157991943E0,-4.345463562E-1,1.194456116E1,1.200842692E1
5.565278500E0,-1.058149567E0,-4.290078735E-1,1.186762115E1,1.192242258E1
5.575319500E0,-1.022224274E0,-3.385958862E-1,1.187645279E1,1.192517172E1
5.585328500E0,-8.449928284E-1,-1.300794983E-1,1.183109711E1,1.186194724E1
5.595369500E0,-5.906716919E-1,-3.442840576E-2,1.184726349E1,1.186202894E1
5.605409500E0,-4.137396240E-1,-1.173559570E-1,1.201251984E1,1.202021571E1
5.615419500E0,-5.619314575E-1,-1.689985657E-1,1.220501953E1,1.221911737E1
5.625459500E0,-8.381071472E-1,-3.532653809E-2,1.231534012E1,1.234387596E1
5.635469500E0,-9.014254761E-1,2.019300842E-1,1.233450027E1,1.236904364E1
5.645509500E0,-7.545808411E-1,2.811154175E-1,1.236458771E1,1.239078074E1
5.655519500E0,-5.071453857E-1,2.007325745E-1,1.221953934E1,1.223170600E1
5.665559500E0,-3.567082214E-1,9.415420532E-2,1.201820801E1,1.202386916E1
5.675599500E0,-3.040177917E-1,-4.236190796E-2,1.182600769E1,1.182999067E1
5.685609500E0,-3.833528137E-1,-1.481918335E-2,1.152663025E1,1.153301278E1
5.695650500E0,-7.020401001E-1,1.592687988E-1,1.134386032E1,1.136667910E1
5.705659500E0,-1.058299255E0,2.519261169E-1,1.123982666E1,1.129234995E1
5.715700500E0,-1.292113037E0,3.430865479E-1,1.120884109E1,1.128828522E1
5.725709500E0,-1.486708374E0,4.221221924E-1,1.131392258E1,1.141899002E1
5.735750500E0,-1.559157715E0,4.514611816E-1,1.140792709E1,1.152282910E1
5.745790500E0,-1.524130554E0,4.203259277E-1,1.142080032E1,1.152971499E1
5.755800500E0,-1.504671021E0,3.686833191E-1,1.145657593E1,1.156084315E1
5.765840500E0,-1.552721100E0,4.483177185E-1,1.137978561E1,1.149397460E1
5.775850500E0,-1.678309937E0,5.628295898E-1,1.115555191E1,1.129512460E1
5.785890500E0,-1.706900482E0,6.581813049E-1,1.093685669E1,1.108880274E1
5.795930500E0,-1.715432739E0,7.716453552E-1,1.058568695E1,1.075150753E1
5.805940500E0,-1.816023560E0,8.330177307E-1,1.020727386E1,1.040097591E1
5.815980500E0,-1.806144104E0,8.812174988E-1,9.984537048E0,1.018477692E1
5.825990500E0,-1.898202667E0,1.059347076E0,9.787097626E0,1.002560071E1
5.836030500E0,-2.135010223E0,1.328637085E0,9.529782715E0,9.855978072E0
5.846040500E0,-2.279160461E0,1.524130554E0,9.376501465E0,9.769151758E0
5.856080500E0,-2.432441711E0,1.517693939E0,9.256002045E0,9.689878298E0
5.866121500E0,-2.548450470E0,1.378184052E0,9.188193054E0,9.634151892E0
5.876130500E0,-2.590363312E0,1.246457977E0,9.149273987E0,9.590247862E0
5.886171500E0,-2.524649963E0,1.078956299E0,9.189240875E0,9.590628342E0
5.896181500E0,-2.405497742E0,9.265731812E-1,9.387578430E0,9.735069904E0
5.906221500E0,-2.245480499E0,8.364605713E-1,9.329050140E0,9.631875491E0
5.916231500E0,-2.232457581E0,7.976911926E-1,9.188791809E0,9.489682450E0
5.926271500E0,-2.508782959E0,9.728269958E-1,9.114995270E0,9.503868847E0
5.936311500E0,-2.930156708E0,1.148860931E0,8.942553864E0,9.480240998E0
5.946321500E0,-3.208128662E0,1.203946381E0,8.725954285E0,9.374638904E0
5.956361500E0,-3.207230530E0,1.207089844E0,8.552015991E0,9.213054384E0
5.966371500E0,-3.136278076E0,1.179696808E0,8.465495911E0,9.104534351E0
5.976434542E0,-2.875670013E0,1.189127197E0,8.364755402E0,8.924832460E0
5.986475542E0,-2.592458954E0,1.162632294E0,8.190966797E0,8.669745922E0
5.996484542E0,-2.429897003E0,1.191222839E0,8.217162323E0,8.651310186E0
6.006525542E0,-2.363135834E0,1.259929962E0,8.250692596E0,8.674431555E0
6.016534542E0,-2.299967194E0,1.300345917E0,8.017627258E0,8.441747180E0
6.026575542E0,-2.253863068E0,1.340761871E0,7.958649902E0,8.379597209E0
6.036584542E0,-2.316283264E0,1.318009186E0,7.951614532E0,8.386327566E0
6.046625542E0,-2.308499451E0,1.339863739E0,7.746091919E0,8.193066860E0
6.056665542E0,-2.320474548E0,1.511107635E0,7.522307281E0,8.015806588E0
6.066675542E0,-2.436183929E0,1.650467834E0,7.341632996E0,7.909400183E0
6.076715542E0,-2.466720428E0,1.690285034E0,7.172933807E0,7.771277409E0
6.086725542E0,-2.425855408E0,1.669777679E0,7.045848083E0,7.636550738E0
6.096765542E0,-2.390678558E0,1.698218536E0,6.936275940E0,7.530684835E0
6.106775542E0,-2.365979919E0,1.719324646E0,6.871161346E0,7.467716951E0
6.116815542E0,-2.380499725E0,1.765129395E0,6.885082397E0,7.495786839E0
6.126855542E0,-2.443069611E0,1.885179749E0,6.948550415E0,7.602949735E0
6.136865542E0,-2.457290039E0,2.015408936E0,6.952891388E0,7.644792094E0
6.146905542E0,-2.398013306E0,2.105521545E0,7.020700378E0,7.711933778E0
6.156915542E0,-2.314936066E0,2.130669250E0,7.095993805E0,7.762203844E0
6.166955542E0,-2.289938049E0,2.086511078E0,7.070696411E0,7.719591471E0
6.176996542E0,-2.339934082E0,2.072140961E0,7.114405518E0,7.770703027E0
6.187006542E0,-2.372715912E0,2.141147461E0,7.140601044E0,7.823201168E0
6.197046542E0,-2.388283539E0,2.185455322E0,7.130721588E0,7.831175109E0
6.207056542E0,-2.436333618E0,2.180665283E0,7.213649139E0,7.920085636E0
6.217096542E0,-2.479144592E0,2.117945709E0,7.296127625E0,7.991578708E0
6.227106542E0,-2.409389648E0,1.952090607E0,7.384144592E0,8.008833097E0
6.237146542E0,-2.296973419E0,1.830393677E0,7.535479889E0,8.087637792E0
6.247186542E0,-2.178419952E0,1.750160522E0,7.653434601E0,8.147615389E0
6.257196542E0,-2.212548981E0,1.684147797E0,7.690707092E0,8.177939983E0
6.267236542E0,-2.302811279E0,1.674567719E0,7.672894135E0,8.184156721E0
6.277246542E0,-2.408940582E0,1.643133087E0,7.690557404E0,8.224813326E0
6.287286542E0,-2.440524902E0,1.553319855E0,7.750582581E0,8.272877051E0
6.297296542E0,-2.290985870E0,1.468745728E0,7.730075226E0,8.195113987E0
6.307336542E0,-2.150278473E0,1.462907867E0,7.715106354E0,8.141662176E0
6.317377542E0,-2.092798004E0,1.526675262E0,7.732170868E0,8.154569711E0
6.327386542E0,-2.055076447E0,1.615290985E0,7.755821686E0,8.184453200E0
6.337427542E0,-2.095492401E0,1.647773438E0,7.822283478E0,8.264040447E0
6.347436542E0,-2.163151703E0,1.610351257E0,7.936046906E0,8.381723984E0
6.357477542E0,-2.204914856E0,1.551523590E0,8.075856171E0,8.514007744E0
6.367517542E0,-2.160756683E0,1.499581604E0,8.290360107E0,8.697567772E0
6.377527542E0,-1.926643524E0,1.438508606E0,8.461454315E0,8.796446522E0
6.387567542E0,-1.746418304E0,1.399290161E0,8.693471832E0,8.976883777E0
6.397577542E0,-1.647773438E0,1.489253082E0,8.934470673E0,9.206399852E0
6.407617542E0,-1.607507172E0,1.660946045E0,9.003926239E0,9.295886660E0
6.417627542E0,-1.707948303E0,1.736389160E0,9.144633636E0,9.463427448E0
6.427667542E0,-1.782343597E0,1.634900208E0,9.174870758E0,9.488303369E0
6.437707542E0,-1.828747101E0,1.484463043E0,9.228159943E0,9.524016086E0
6.447717542E0,-1.776206360E0,1.292262726E0,9.346563721E0,9.601203329E0
6.457757542E0,-1.678160248E0,1.020877075E0,9.418114929E0,9.620774430E0
6.467767542E0,-1.660347290E0,8.223898315E-1,9.521849213E0,9.700447958E0
6.477808542E0,-1.766177216E0,8.084687805E-1,9.585317230E0,9.780148779E0
6.487817542E0,-1.911075897E0,8.321195984E-1,9.626182251E0,9.849264888E0
6.497858542E0,-1.976639557E0,8.008346558E-1,9.667945404E0,9.900384256E0
6.507898542E0,-1.893262939E0,7.408094788E-1,9.752519531E0,9.962172476E0
6.517908542E0,-1.743873596E0,6.203100586E-1,9.859097900E0,1.003133546E1
6.527948542E0,-1.572180634E0,5.327421570E-1,9.953551483E0,1.009102340E1
