"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.967985625E0,2.656238866E-2,-5.241371021E-3,-4.873946607E-2,5.575453358E-2
2.978026625E0,7.473317189E-3,-3.128059376E-2,7.020634890E-2,7.722213051E-2
2.988035625E0,3.652088670E-2,1.515609261E-2,1.449466288E-1,1.502431613E-1
2.998076625E0,6.576460746E-2,-1.800745077E-2,1.871337050E-1,1.991689620E-1
3.008116625E0,4.817409514E-2,-4.496037405E-2,1.469399446E-1,1.610388959E-1
3.018126625E0,1.802448079E-2,-3.043899670E-2,1.001353222E-1,1.062002692E-1
3.028166625E0,1.237059784E-2,-1.481132615E-2,8.069976211E-2,8.297504852E-2
3.038176625E0,2.919534875E-2,-3.684608325E-2,8.400811672E-2,9.626715907E-2
3.048216625E0,2.969637291E-2,-5.369370226E-2,1.836435020E-1,1.936228913E-1
3.058226625E0,1.688395397E-2,9.300837032E-3,3.428169912E-1,3.433585050E-1
3.068266625E0,-2.228805117E-2,4.440386530E-2,3.103883332E-1,3.143395900E-1
3.078276625E0,-3.272408858E-2,4.164474696E-2,5.423935711E-2,7.580935815E-2
3.088316625E0,-2.897224093E-2,-3.840158880E-4,-1.196159059E-1,1.230751931E-1
3.098357625E0,-4.786240200E-2,-4.524981122E-2,-9.596508801E-2,1.163943859E-1
3.108366625E0,-1.657566866E-2,-9.134202350E-2,2.051144779E-2,9.507280126E-2
3.118407625E0,1.901545594E-2,-9.736593470E-2,4.212977350E-2,1.077804742E-1
3.128416625E0,6.911856579E-2,-8.820546739E-2,8.775033474E-2,1.423295537E-1
3.138457625E0,1.108762371E-1,-1.366010075E-1,1.584747469E-1,2.367860229E-1
3.148466625E0,8.150569115E-2,-7.454699289E-2,1.881166220E-1,2.181474164E-1
3.158507625E0,2.542131823E-2,-2.110260129E-2,1.147533613E-1,1.194148112E-1
3.168547625E0,-2.377086852E-2,-5.026427373E-2,3.526865065E-2,6.584397560E-2
3.178557625E0,1.195379186E-2,-8.049858134E-2,-2.914369226E-2,8.644229021E-2
3.188597625E0,2.838488812E-2,-9.717246495E-2,-8.833271742E-2,1.343534845E-1
3.198607625E0,-3.700996974E-2,-5.764853965E-2,-1.406635433E-1,1.564586987E-1
3.208647625E0,-9.205711970E-2,1.878439955E-2,-8.235744774E-2,1.249404504E-1
3.218657625E0,-1.047875863E-1,1.247987317E-1,3.177493930E-2,1.660265293E-1
3.228697625E0,-7.726942909E-2,1.168800302E-1,5.327164292E-2,1.498978788E-1
3.238707625E0,-3.535264956E-2,6.729472786E-2,3.016520083E-2,8.178220815E-2
3.248747625E0,-1.302999931E-2,7.384284195E-2,-5.437559724E-2,9.262425041E-2
3.258787625E0,3.400732401E-2,6.398929685E-2,-1.848807728E-1,1.985749943E-1
3.268797625E0,6.415119164E-2,6.211369280E-2,-3.114121807E-1,3.239614676E-1
3.278837625E0,2.218061772E-2,-1.083434243E-2,-4.077935904E-1,4.085400533E-1
3.288847625E0,5.989440037E-2,-6.900215138E-2,-4.270174813E-1,4.366835988E-1
3.298888625E0,1.071922720E-1,-9.315886304E-2,-4.261520934E-1,4.491930138E-1
3.308897625E0,1.527231150E-1,-1.078685573E-1,-4.286114323E-1,4.676192205E-1
3.318938625E0,1.730752444E-1,-1.566322527E-1,-2.814206421E-1,3.656313453E-1
3.328978625E0,2.026574779E-1,-1.369688340E-1,-2.799997687E-2,2.462001493E-1
3.339006708E0,2.224359041E-1,-1.566914923E-1,1.140025789E-1,2.950026155E-1
3.349046708E0,2.708965493E-1,-1.281689937E-1,7.512444198E-2,3.089594037E-1
3.359056708E0,2.085692322E-1,8.487964422E-4,-4.798342109E-2,2.140192836E-1
3.369096708E0,1.280742505E-1,3.030217186E-2,-2.362468082E-1,2.704325972E-1
3.379106708E0,6.763415873E-2,7.376993448E-3,-3.668841308E-1,3.731390691E-1
3.389146708E0,-9.567232523E-3,-5.788019903E-2,-3.759882456E-1,3.805375280E-1
3.399156708E0,2.155453624E-2,-1.614929335E-1,-2.287857610E-1,2.808691689E-1
3.409196708E0,7.461340447E-2,-2.368101143E-1,-1.980101109E-2,2.490748289E-1
3.419236708E0,2.897114458E-2,-2.240536094E-1,1.260437500E-1,2.587013220E-1
3.429246708E0,-2.046038515E-2,-1.388119494E-1,2.117849815E-1,2.540477574E-1
3.439286708E0,-1.146204834E-1,-7.697091959E-2,1.476071119E-1,2.021144160E-1
3.449296708E0,-1.263082361E-1,-8.751206070E-2,4.506741464E-2,1.601349529E-1
3.459336708E0,-3.037409261E-2,-1.026355185E-1,-4.351497889E-3,1.071240902E-1
3.469346708E0,5.681292686E-2,-1.149987251E-1,-4.977325380E-2,1.375855815E-1
3.479386708E0,1.391790084E-1,-1.657081182E-1,-8.286206245E-2,2.317241856E-1
3.489427708E0,1.942337597E-1,-8.953446642E-2,-1.288907593E-1,2.497118378E-1
3.499437708E0,1.983741000E-1,-2.626379237E-2,-1.959413660E-1,2.800626524E-1
3.509477708E0,1.135374328E-1,-5.047155753E-2,-1.448940039E-1,1.908727302E-1
3.519487708E0,3.054405472E-2,-3.948763601E-2,-1.628800392E-2,5.251201528E-2
3.529527708E0,3.666347654E-2,-6.651792526E-2,2.497579694E-1,2.610515048E-1
3.539537708E0,5.083344536E-2,-1.145244429E-1,2.874590617E-1,3.135802917E-1
3.549577708E0,6.636426226E-2,-5.548919946E-2,1.076805693E-1,1.381244785E-1
3.559587708E0,1.216256853E-1,-3.227012537E-2,6.019474626E-2,1.394904147E-1
3.569627708E0,7.916301333E-2,-1.345109569E-1,1.128723121E-1,1.926139637E-1
3.579667708E0,1.009516301E-1,-1.214440379E-1,1.750159353E-1,2.357338829E-1
3.589677708E0,1.160029022E-1,-6.203800790E-2,6.724005640E-2,1.477383259E-1
3.599717708E0,1.027351313E-1,1.505168326E-2,-1.657451749E-2,1.051464455E-1
3.609727708E0,1.140737687E-1,8.177038729E-2,-7.182251930E-2,1.576632336E-1
3.619767708E0,7.204191780E-2,4.802537486E-2,-2.119674146E-1,2.289686865E-1
3.629777708E0,2.633586387E-2,5.554189749E-2,-2.655255711E-1,2.725478105E-1
3.639817708E0,-9.002401769E-3,-2.453564778E-3,-3.151830500E-1,3.153211351E-1
3.649827708E0,-2.381530393E-3,-1.284676402E-1,-3.596569723E-1,3.819198136E-1
3.659867708E0,9.358923638E-2,-2.234111466E-2,-2.800488853E-1,2.961172888E-1
3.669908708E0,5.012120424E-2,9.813820571E-3,-2.618377322E-1,2.667722703E-1
3.679917708E0,9.401080236E-3,-9.842552327E-2,-2.599759787E-1,2.781429011E-1
3.689958708E0,4.915634514E-2,-1.310901164E-1,-1.540694547E-1,2.081786775E-1
3.699968708E0,1.051174332E-1,-1.258260144E-1,-1.708322525E-1,2.367815853E-1
3.710008708E0,1.165074347E-1,-1.464739215E-1,-2.886858076E-1,3.440466357E-1
3.720018708E0,7.700317064E-2,-1.424141266E-1,-3.905209154E-1,4.227503484E-1
3.730058708E0,5.730949251E-2,-6.069577955E-2,-3.472953737E-1,3.571868309E-1
3.740098708E0,7.216859681E-2,-6.917621568E-3,-3.912576646E-1,3.979179814E-1
3.750108708E0,8.677697433E-2,-3.411828406E-2,-4.154113430E-1,4.257474421E-1
3.760148708E0,1.131483555E-1,1.778445259E-2,-2.526079023E-1,2.773618384E-1
3.770158708E0,1.470234410E-1,5.957581848E-2,-1.797907716E-1,2.397704984E-1
3.780198708E0,8.222190198E-2,7.804965779E-2,-2.308328712E-1,2.571692141E-1
3.790208708E0,9.816000486E-2,1.807596552E-1,-2.473986179E-1,3.217382719E-1
3.800248708E0,5.906970542E-2,2.375660131E-1,-1.343093741E-1,2.792236535E-1
3.810258708E0,-3.209585094E-2,2.099283443E-1,-1.409336847E-1,2.548771408E-1
3.820298708E0,1.025302869E-2,1.056295122E-1,-2.781362611E-1,2.976953110E-1
3.830339708E0,5.360141675E-2,1.317553103E-2,-2.769071764E-1,2.823549022E-1
3.840348708E0,6.168789673E-2,-4.090441637E-2,-1.571053290E-1,1.736682248E-1
3.850389708E0,5.771505173E-2,-8.381208882E-2,-2.276262581E-2,1.042767019E-1
3.860398708E0,-4.695411013E-2,-1.118605976E-1,-9.837355614E-3,1.217138255E-1
3.870439708E0,-1.272820624E-1,-8.685856126E-2,-7.006601572E-2,1.692760457E-1
3.880448708E0,-1.176032212E-1,-2.734165348E-2,-5.535734475E-2,1.328251454E-1
3.890489708E0,-1.086752903E-1,2.502432883E-2,-2.684339762E-2,1.147044191E-1
3.900529708E0,-1.627802711E-1,6.173117526E-2,1.050241792E-1,2.033180584E-1
3.910539708E0,-2.437260183E-1,1.164997785E-1,2.471518654E-1,3.661401575E-1
3.920579708E0,-2.681812120E-1,9.862396315E-2,3.069384760E-1,4.193555492E-1
3.930589708E0,-2.402605745E-1,4.872747928E-2,2.637205356E-1,3.600667047E-1
3.940629708E0,-1.953649949E-1,-1.892487891E-2,2.279876161E-1,3.008388030E-1
3.950639708E0,-1.088427948E-1,-1.565972060E-1,2.319643074E-1,3.002946533E-1
3.960679708E0,-1.201902486E-2,-2.224913064E-1,1.124285084E-1,2.495736523E-1
3.970689708E0,4.314569067E-3,-3.105850189E-1,9.207961321E-2,3.239758087E-1
3.980729708E0,-3.864209209E-2,-3.205551794E-1,1.634431261E-1,3.618873993E-1
3.990770708E0,-1.063925008E-1,-1.596521569E-1,1.093680757E-1,2.208382925E-1
4.000779708E0,-1.409955556E-1,-5.298717588E-2,1.321763098E-2,1.512021602E-1
4.010820708E0,-1.004249604E-1,8.239253104E-2,-4.465167761E-2,1.373589245E-1
4.020829708E0,-1.024213094E-1,1.386964669E-1,3.751690507E-2,1.764492922E-1
4.030870708E0,-8.156197060E-2,1.561230699E-1,2.187244570E-1,2.808329683E-1
4.040879708E0,-3.517878626E-2,1.555209529E-1,2.851909268E-1,3.267387007E-1
4.050920708E0,-1.267714726E-1,5.941078082E-2,1.449331802E-1,2.015099845E-1
4.060929708E0,-1.173374835E-1,1.148193618E-1,1.566901767E-1,2.269435665E-1
4.070970708E0,-6.212184235E-2,8.906259611E-2,5.244835496E-2,1.205906268E-1
4.081010708E0,3.600631345E-2,-9.913669087E-2,-1.168203521E-1,1.573897479E-1
4.091020708E0,9.846002184E-2,-2.590084107E-1,-2.007483619E-1,3.421690190E-1
4.101060708E0,9.045470852E-2,-2.703004074E-1,-1.049943584E-1,3.037567774E-1
4.111070708E0,3.013545312E-2,-1.659680269E-1,-4.569949865E-2,1.747626266E-1
4.121110708E0,-5.761067893E-2,-3.953704499E-2,6.613493264E-2,9.620809513E-2
4.131120708E0,-1.076748865E-1,4.495317467E-2,2.699343717E-1,2.940735182E-1
4.141160708E0,-9.039561510E-2,9.621819936E-2,2.764937782E-1,3.063953631E-1
4.151200708E0,-3.284574721E-2,3.849879876E-2,1.275529164E-1,1.372251693E-1
4.161210708E0,-9.197341315E-3,-1.206667236E-1,8.542314291E-2,1.481288717E-1
4.171250708E0,3.284366414E-2,-2.009017052E-1,1.020239729E-1,2.277039579E-1
4.181260708E0,2.761713043E-2,-2.050549825E-1,4.783490181E-2,2.123639083E-1
4.191301708E0,-1.693817776E-2,-1.974148643E-1,-8.607335329E-2,2.160281293E-1
4.201310708E0,-3.055023998E-2,-1.670464727E-1,-2.147962976E-1,2.738161622E-1
4.211351708E0,-8.656744301E-2,-1.159320138E-1,-1.186440986E-1,1.871111332E-1
4.221360708E0,-1.090102992E-1,-1.258091305E-1,-4.382897437E-2,1.721399479E-1
4.231401708E0,-7.996045478E-2,-1.842494197E-1,-1.896889383E-1,2.762669294E-1
4.241441708E0,-9.306983918E-2,-2.417559086E-1,-2.594175696E-1,3.666134064E-1
4.251451708E0,-5.874682948E-2,-2.227598398E-1,-1.959086215E-1,3.024125067E-1
4.261491708E0,-4.855637513E-3,-2.072220337E-1,-2.291289926E-2,2.085414813E-1
4.271501708E0,-2.309091043E-2,-1.966071445E-1,4.880787849E-2,2.038866559E-1
4.281541708E0,-1.070025846E-2,-1.151261213E-1,-6.265759349E-2,1.315085296E-1
4.291551708E0,-4.635179210E-2,2.969194181E-2,-9.808178008E-2,1.124728217E-1
4.301591708E0,-6.257003143E-2,9.317545451E-2,-2.182929325E-1,2.454556549E-1
4.311631708E0,-7.420635603E-2,8.801543288E-2,-3.300881875E-1,3.495876302E-1
4.321641708E0,-3.029245086E-2,3.569747083E-2,-4.180496067E-1,4.206630667E-1
4.331681708E0,7.938903563E-2,-4.480969861E-2,-4.951971853E-1,5.035184012E-1
4.341707375E0,1.940440541E-1,-9.108960651E-2,-4.745454043E-1,5.207146552E-1
4.351747375E0,2.217746205E-1,-1.143451526E-1,-3.081798398E-1,3.965269347E-1
4.361757375E0,1.406955568E-1,-5.965015121E-2,-1.535461289E-1,2.166328552E-1
4.371797375E0,7.370309349E-2,6.020417489E-2,-2.160113490E-1,2.360457404E-1
4.381807375E0,2.225768220E-2,1.491342585E-1,-2.537820232E-1,2.951978096E-1
4.391848375E0,-5.255477428E-2,1.094552723E-1,-1.671917760E-1,2.066290176E-1
4.401888375E0,-1.127699858E-1,-2.716243632E-2,-1.564469326E-1,1.947575681E-1
4.411898375E0,-6.388843238E-2,-1.254819057E-1,-2.209621865E-1,2.620147482E-1
4.421938375E0,-4.870361533E-2,-1.887411777E-1,-2.366181064E-1,3.065671257E-1
4.431948375E0,-3.729211617E-2,-2.904939859E-1,-2.066791928E-1,3.584602440E-1
4.441988375E0,6.355009787E-3,-3.351958034E-1,-1.652370518E-1,3.737644928E-1
4.451998375E0,4.602160715E-2,-2.679197136E-1,-9.468630195E-2,2.878618714E-1
4.462038375E0,2.505798686E-2,-2.881728606E-1,-9.254388213E-2,3.037035897E-1
4.472078375E0,6.216624465E-2,-3.033064780E-1,-1.219629782E-1,3.327678314E-1
4.482088375E0,9.918661147E-2,-2.336706711E-1,-2.551198661E-2,2.551290417E-1
4.492128375E0,4.641253006E-2,-2.241819558E-1,-1.005744481E-1,2.500537779E-1
4.502138375E0,-2.641461398E-2,-1.960824300E-1,-2.572342193E-1,3.245234888E-1
4.512178375E0,-9.005782876E-2,-7.342918798E-2,-3.698539317E-1,3.876779449E-1
4.522188375E0,-7.065811940E-2,-3.823640496E-3,-3.721922332E-1,3.788591407E-1
4.532228375E0,-5.477430426E-2,-2.422735333E-2,-2.360749000E-1,2.435539929E-1
4.542238375E0,-1.036345884E-1,-6.498200789E-2,-2.431243032E-1,2.721621136E-1
4.552278375E0,-6.748351984E-2,-4.263877362E-2,-2.762844479E-1,2.875850946E-1
4.562319375E0,6.675459132E-2,-3.237354800E-2,-1.810806674E-1,1.956896271E-1
4.572328375E0,1.392403311E-1,-4.386157259E-2,-1.200924540E-1,1.890341367E-1
4.582369375E0,1.303691547E-1,-8.912764639E-3,1.792405486E-2,1.318970266E-1
4.592379375E0,7.185215738E-2,2.610518664E-2,3.936404049E-2,8.598686512E-2
4.602419375E0,-1.503066983E-2,1.600704521E-2,-9.407351375E-2,9.660213518E-2
4.612429375E0,-3.876572415E-2,-3.545897752E-3,-1.328961021E-1,1.384800661E-1
4.622469375E0,-3.077634450E-2,2.523745984E-2,-1.587326092E-1,1.636464297E-1
4.632479375E0,-2.917753302E-2,7.644664362E-2,-2.585913581E-1,2.712285166E-1
4.642519375E0,-1.719033893E-2,7.554631859E-2,-2.375109762E-1,2.498283767E-1
4.652559375E0,3.713340081E-2,3.825847819E-2,-3.560018778E-2,6.410907876E-2
4.662569375E0,4.838333409E-2,-1.731652915E-2,2.307773226E-1,2.364296552E-1
4.672609375E0,5.684553422E-2,-4.382853583E-2,1.069958603E-1,1.288428090E-1
4.682619375E0,4.545468304E-2,-1.171694309E-2,-1.930276984E-1,1.986532338E-1
4.692659375E0,-6.347353589E-2,-6.779305682E-2,-2.697525233E-1,2.852914512E-1
4.702669375E0,-1.356966260E-1,-1.638272882E-1,-1.124694389E-1,2.406290285E-1
4.712709375E0,-4.514920257E-2,-1.733105949E-1,-3.148667157E-2,1.818417534E-1
4.722750375E0,5.701788090E-2,-2.357452632E-1,-1.766262585E-1,3.000395025E-1
4.732759375E0,7.617200721E-2,-2.560938661E-1,-1.375288510E-1,3.005002958E-1
4.742800375E0,7.127328303E-2,-1.812123759E-1,-1.325306511E-1,2.355465549E-1
4.752809375E0,3.198730286E-2,-1.431326763E-1,-1.510283178E-1,2.105224533E-1
4.762850375E0,-5.981189981E-3,-1.092240880E-1,-1.295509100E-1,1.695556378E-1
4.772860375E0,-3.162704129E-2,-3.906641722E-2,-3.784668803E-2,6.291920605E-2
4.782900375E0,4.242915094E-2,5.015917003E-2,6.553091526E-2,9.279265080E-2
4.792910375E0,1.244743208E-1,-6.011814773E-3,6.011814773E-2,1.383625316E-1
4.802950375E0,8.733770404E-2,-1.070723127E-1,2.995294690E-2,1.413843475E-1
4.812990375E0,3.298269996E-2,-9.401197180E-2,1.784219384E-2,1.012148864E-1
4.823000375E0,5.734572697E-2,-1.095439307E-1,-9.586919367E-2,1.564586446E-1
4.833040375E0,8.633487001E-3,-9.823293060E-2,-1.866741139E-1,2.111195646E-1
4.843050375E0,1.441411749E-3,-4.562480047E-2,-2.063593501E-1,2.113477737E-1
4.853090375E0,-2.948520619E-2,-8.855023384E-2,-2.553631103E-1,2.718838712E-1
4.863100375E0,-1.650288910E-2,-1.114390133E-1,-2.633188319E-1,2.864049690E-1
4.873140375E0,6.387620805E-2,-1.349522755E-1,-2.158458728E-1,2.624532861E-1
4.883181375E0,4.435107591E-2,-1.350977249E-1,-9.640596807E-2,1.717920950E-1
4.893190375E0,-2.335714146E-2,-1.493327715E-1,-8.855608106E-2,1.751799423E-1
4.903231375E0,-5.074102281E-2,-1.844523181E-1,-1.137897402E-1,2.225879916E-1
4.913240375E0,-2.152469717E-3,-2.348734434E-1,-1.365026647E-1,2.716673425E-1
4.923281375E0,2.192729624E-2,-2.336583920E-1,-8.030449033E-2,2.480440720E-1
4.933290375E0,1.158527110E-2,-1.788607720E-1,-1.274342179E-2,1.796880326E-1
4.943331375E0,-1.177468434E-2,-1.074498966E-1,-1.472083318E-1,1.826319152E-1
4.953340375E0,-5.943694711E-2,4.507326186E-3,-3.110987699E-1,3.167578118E-1
4.963381375E0,-7.430822549E-2,6.583058506E-2,-3.682927251E-1,3.814379499E-1
4.973421375E0,-5.879658563E-2,-1.966360152E-2,-2.557525349E-1,2.631597515E-1
4.983431375E0,-9.244716553E-2,-8.824310884E-2,5.357277453E-2,1.385762131E-1
4.993471375E0,-1.182045525E-1,-2.255059116E-1,8.827366054E-2,2.694762912E-1
5.003481375E0,-1.695835065E-2,-2.865818332E-1,-1.167525244E-1,3.099159317E-1
5.013521375E0,1.073783048E-1,-2.865420721E-1,-3.488940024E-1,4.640727145E-1
5.023531375E0,7.489252679E-2,-3.315875597E-1,-3.952279240E-1,5.213101881E-1
5.033571375E0,1.015104777E-1,-2.992527495E-1,-4.079005945E-1,5.159839922E-1
5.043581375E0,8.277720474E-2,-2.443340921E-1,-4.479399884E-1,5.169153194E-1
5.053621375E0,7.320713997E-4,-1.786081722E-1,-4.853516436E-1,5.171727304E-1
5.063662375E0,2.062400669E-2,-6.039486721E-2,-5.253009903E-1,5.291635098E-1
5.073671375E0,1.023006923E-3,-4.592739388E-2,-4.476984984E-1,4.500492390E-1
5.083712375E0,1.724274460E-2,-8.373885244E-2,-4.139273196E-1,4.226645639E-1
5.093721375E0,3.123429112E-2,-1.056730740E-1,-3.268318731E-1,3.449078902E-1
5.103762375E0,1.871432433E-2,-1.131801680E-1,-1.761713451E-1,2.102292063E-1
5.113771375E0,7.834527109E-2,-1.221918967E-1,-2.182607728E-1,2.621194500E-1
5.123812375E0,7.235777708E-2,-1.446408194E-1,-3.311535501E-1,3.685366852E-1
5.133852375E0,8.300457006E-2,-9.528564155E-2,-3.858922595E-1,4.060565823E-1
5.143862375E0,9.580191415E-2,-1.133564615E-1,-4.714381939E-1,4.942485860E-1
5.153902375E0,3.148857191E-2,-1.177184844E-1,-4.658359766E-1,4.815104660E-1
5.163912375E0,2.064505666E-3,-2.409140557E-2,-4.611640513E-1,4.617975100E-1
5.173952375E0,-3.958382271E-3,1.320082024E-2,-5.257354385E-1,5.259160405E-1
5.183962375E0,4.843413178E-3,7.163774729E-2,-6.117772168E-1,6.159762889E-1
5.194002375E0,4.826591469E-2,7.138573229E-2,-4.797254527E-1,4.874033558E-1
5.204012375E0,1.192236308E-1,5.907149613E-2,-5.230451345E-2,1.429667022E-1
5.214052375E0,1.534587313E-1,1.828400946E-1,-1.603774309E-2,2.392431641E-1
5.224092375E0,8.957018011E-2,2.356192558E-1,-1.295146573E-1,2.833960079E-1
5.234102375E0,2.814520709E-2,2.292226942E-1,-1.736026633E-1,2.889170831E-1
5.244142375E0,4.340702467E-2,1.970720713E-1,-2.004501539E-1,2.844324793E-1
5.254152375E0,6.285643537E-2,5.275928065E-2,-2.234297115E-1,2.380237575E-1
5.264193375E0,4.702175511E-2,-7.901123241E-2,-1.459880179E-1,1.725291908E-1
5.274202375E0,-8.948195111E-3,-1.384584121E-1,-7.491101861E-2,1.576783523E-1
5.284243375E0,-4.475520987E-2,-1.358527467E-1,-1.785581785E-1,2.287837859E-1
5.294283375E0,-8.445617789E-2,-1.520802319E-1,-2.633802277E-1,3.156428159E-1
