"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.118388625E0,-9.580078125E-3,-2.709365845E-2,9.763746185E0,9.763788477E0
3.128428625E0,-1.422042847E-2,-2.589614868E-2,9.757309570E0,9.757354297E0
3.138469625E0,-2.065704346E-2,-2.724334717E-2,9.761201477E0,9.761261352E0
3.148478625E0,-1.676513672E-2,-3.367996216E-2,9.762099609E0,9.762172104E0
3.158519625E0,-2.424957275E-2,-5.433700562E-2,9.769434357E0,9.769615561E0
3.168528625E0,-3.817062378E-2,-6.691085815E-2,9.771529999E0,9.771833634E0
3.178569625E0,-3.218307495E-2,-8.322692871E-2,9.774972839E0,9.775380120E0
3.188578625E0,-2.335144043E-2,-8.158035278E-2,9.772128754E0,9.772497174E0
3.198619625E0,-1.197509766E-2,-8.098159790E-2,9.752369843E0,9.752713416E0
3.208659625E0,-4.490661621E-4,-7.783813477E-2,9.746382294E0,9.746693121E0
3.218669625E0,7.634124756E-3,-6.825805664E-2,9.754465485E0,9.754707291E0
3.228709625E0,5.239105225E-3,-5.463638306E-2,9.764195251E0,9.764349517E0
3.238719625E0,1.466949463E-2,-5.029541016E-2,9.765392761E0,9.765533298E0
3.248759625E0,2.080673218E-2,-4.445755005E-2,9.762249298E0,9.762372701E0
3.258769625E0,-0.000000000E0,-4.385879517E-2,9.758656769E0,9.758755327E0
3.268809625E0,-1.916015625E-2,-3.173400879E-2,9.744885406E0,9.744955913E0
3.278819625E0,-4.221221924E-2,-3.278182983E-2,9.749675446E0,9.749821938E0
3.288859625E0,-5.388793945E-2,-3.517684937E-2,9.769733734E0,9.769945678E0
3.298900625E0,-6.960525513E-2,-3.682342529E-2,9.761800232E0,9.762117835E0
3.308909625E0,-6.167175293E-2,-4.819976807E-2,9.764045563E0,9.764359292E0
3.318950625E0,-3.098556519E-2,-5.478607178E-2,9.756860504E0,9.757063519E0
3.328959625E0,4.640350342E-3,-6.750961304E-2,9.761949921E0,9.762184455E0
3.339000625E0,-8.981323242E-3,-6.765930176E-2,9.764344940E0,9.764583481E0
3.349009625E0,4.640350342E-2,-6.915618896E-2,9.716145172E0,9.716502090E0
3.359050625E0,5.658233643E-2,-6.960525513E-2,9.816436615E0,9.816846452E0
3.369090625E0,3.652404785E-2,-6.496490479E-2,9.731563110E0,9.731848489E0
3.379100625E0,3.338058472E-2,-6.526428223E-2,9.717342682E0,9.717619178E0
3.389140625E0,5.388793945E-3,-3.817062378E-2,9.814191284E0,9.814266992E0
3.399150625E0,3.143463135E-3,-3.951782227E-2,9.702972565E0,9.703053547E0
3.409190625E0,-6.167175293E-2,-2.799179077E-2,9.725126495E0,9.725362322E0
3.419200625E0,-7.873626709E-2,2.245330811E-3,9.811047821E0,9.811364013E0
3.429240625E0,-5.508544922E-2,8.981323242E-3,9.779313812E0,9.779473079E0
3.439250625E0,-5.703140259E-2,1.616638184E-2,9.783804474E0,9.783984051E0
3.449290625E0,-8.083190918E-2,4.116439819E-2,9.748028870E0,9.748450910E0
3.459330625E0,-7.319778442E-2,2.963836670E-2,9.778565369E0,9.778884242E0
3.469340625E0,-3.981719971E-2,2.185455322E-2,9.789043579E0,9.789148953E0
3.479380625E0,-2.170486450E-2,-1.287322998E-2,9.710007935E0,9.710040727E0
3.489390625E0,-3.427871704E-2,-5.194198608E-2,9.767488403E0,9.767686661E0
3.499431625E0,-2.080673218E-2,-6.361770630E-2,9.800719299E0,9.800947858E0
3.509440625E0,-1.122665405E-2,-8.547225952E-2,9.740993500E0,9.741374950E0
3.519481625E0,6.735992432E-3,-6.271957397E-2,9.764195251E0,9.764399010E0
3.529490625E0,1.706451416E-2,-4.954696655E-2,9.734107819E0,9.734248873E0
3.539531625E0,2.050735474E-2,-4.834945679E-2,9.757908325E0,9.758049657E0
3.549571625E0,2.574645996E-2,1.811233521E-2,9.760902100E0,9.760952860E0
3.559581625E0,7.484436035E-3,1.167572021E-1,9.737400970E0,9.738103815E0
3.569621625E0,-2.275268555E-2,1.453477478E-1,9.792636108E0,9.793741144E0
3.579631625E0,-6.062393188E-2,1.309776306E-1,9.775421906E0,9.776487295E0
3.589671625E0,-8.487350464E-2,1.372645569E-1,9.756261749E0,9.757596445E0
3.599681625E0,-6.975494385E-2,1.299298096E-1,9.762249298E0,9.763363092E0
3.609721625E0,-5.538482666E-2,6.421646118E-2,9.750723267E0,9.751092013E0
3.619761625E0,-7.529342651E-2,8.502319336E-2,9.752669220E0,9.753330455E0
3.629784417E0,-8.966354370E-2,1.655557251E-1,9.765991516E0,9.767806230E0
3.639824417E0,-2.544708252E-2,2.023791504E-1,9.763895874E0,9.766026188E0
3.649834417E0,2.724334717E-2,1.422042847E-1,9.745933228E0,9.747008707E0
3.659874417E0,5.388793945E-2,1.898052979E-1,9.746382294E0,9.748379238E0
3.669884417E0,5.987548828E-2,1.351689148E-1,9.746681671E0,9.747802794E0
3.679924417E0,4.221221924E-2,3.382965088E-2,9.752519531E0,9.752669559E0
3.689934417E0,1.781295776E-2,4.505630493E-2,9.747430115E0,9.747550524E0
3.699975417E0,4.760101318E-2,7.604187012E-2,9.775870972E0,9.776282600E0
3.710015417E0,8.247848511E-2,2.739303589E-2,9.779014435E0,9.779400615E0
3.720025417E0,7.095245361E-2,-1.736389160E-2,9.740544434E0,9.740818324E0
3.730065417E0,4.939727783E-2,4.385879517E-2,9.771679688E0,9.771902967E0
3.740075417E0,2.230361938E-2,8.322692871E-2,9.782008209E0,9.782387683E0
3.750115417E0,-2.694396973E-2,1.145118713E-1,9.757608948E0,9.758318058E0
3.760125417E0,-7.768844604E-2,9.520202637E-2,9.736502838E0,9.737278184E0
3.770165417E0,-8.681945801E-2,1.824705505E-1,9.744885406E0,9.746980287E0
3.780205417E0,-8.906478882E-2,2.918930054E-1,9.788444824E0,9.793201016E0
3.790215417E0,-7.574249268E-2,2.408491516E-1,9.745184784E0,9.748454837E0
3.800255417E0,-5.733078003E-2,2.486329651E-1,9.748328247E0,9.751666975E0
3.810265417E0,-2.215393066E-2,2.552192688E-1,9.777667236E0,9.781022659E0
3.820305417E0,1.182540894E-2,2.580633545E-1,9.774823151E0,9.778236250E0
3.830315417E0,7.185058594E-2,3.580554199E-1,9.773326263E0,9.780146852E0
3.840355417E0,8.846603394E-2,2.709365845E-1,9.765392761E0,9.769551098E0
3.850365417E0,1.131646729E-1,3.912863159E-1,9.768985291E0,9.777473336E0
3.860405417E0,1.196012878E-1,4.210743713E-1,9.771829376E0,9.781628569E0
3.870446417E0,5.194198608E-2,3.496728516E-1,9.737999725E0,9.744414181E0
3.880455417E0,1.496887207E-2,3.113525391E-1,9.748028870E0,9.753011397E0
3.890496417E0,-5.059478760E-2,-1.916015625E-2,9.736802216E0,9.736952518E0
3.900506417E0,-3.353027344E-2,1.808239746E-1,9.773026886E0,9.774757087E0
3.910546417E0,-6.331832886E-2,7.828720093E-2,9.777517548E0,9.778035973E0
3.920556417E0,-1.300794983E-1,1.676513672E-2,9.759854279E0,9.760735489E0
3.930596417E0,-7.334747314E-2,2.492317200E-1,9.774074707E0,9.777526920E0
3.940636417E0,-3.802093506E-2,2.052232361E-1,9.762099609E0,9.764330543E0
3.950646417E0,-2.933898926E-2,2.615061951E-1,9.764195251E0,9.767740536E0
3.960686417E0,-1.766326904E-2,1.398092651E-1,9.755662994E0,9.756680741E0
3.970696417E0,-2.859054565E-2,-3.053649902E-2,9.748627625E0,9.748717375E0
3.980736417E0,-3.158432007E-2,6.331832886E-2,9.761949921E0,9.762206361E0
3.990746417E0,-3.203338623E-2,5.718109131E-2,9.761650543E0,9.761870576E0
4.000786417E0,-2.454895020E-2,-1.287322998E-1,9.762099609E0,9.762979230E0
4.010796417E0,-3.412902832E-2,-2.098635864E-1,9.744286652E0,9.746606069E0
4.020836417E0,-5.134323120E-2,-1.200503540E-1,9.754615173E0,9.755488988E0
4.030877417E0,-6.212081909E-2,-2.055226135E-1,9.756411438E0,9.758773626E0
4.040886417E0,-1.050814819E-1,-1.347198486E-1,9.760003967E0,9.761499321E0
4.050927417E0,-1.149609375E-1,-4.400848389E-2,9.752519531E0,9.753296364E0
4.060936417E0,-1.540296936E-1,-5.298980713E-2,9.758207703E0,9.759567134E0
4.070977417E0,-1.794767761E-1,-9.056167603E-2,9.765542450E0,9.767611411E0
4.080986417E0,-1.212478638E-1,-1.184037781E-1,9.753417664E0,9.754889882E0
4.091027417E0,-6.256988525E-2,-1.062789917E-2,9.757459259E0,9.757665660E0
4.101037417E0,-3.502716064E-2,-1.580712891E-1,9.751172333E0,9.752516357E0
4.111077417E0,-2.245330811E-2,-1.254391479E-1,9.770931244E0,9.771762201E0
4.121117417E0,-5.313949585E-2,-2.248324585E-1,9.756561127E0,9.759296002E0
4.131127417E0,-5.164260864E-2,-1.245410156E-1,9.754166107E0,9.755097840E0
4.141167417E0,-4.984634399E-2,-1.037342834E-1,9.771380310E0,9.772058055E0
4.151177417E0,-6.271957397E-2,-6.496490479E-2,9.763147430E0,9.763565022E0
4.161217417E0,-9.909393311E-2,-1.797761536E-1,9.763596497E0,9.765754227E0
4.171227417E0,-1.041833496E-1,-2.417472839E-1,9.772877197E0,9.776421873E0
4.181267417E0,-7.409591675E-2,-1.658551025E-1,9.774224396E0,9.775912267E0
4.191308417E0,-6.706054688E-2,2.529739380E-2,9.771979065E0,9.772241909E0
4.201317417E0,-5.239105225E-2,9.460327148E-2,9.742340698E0,9.742940874E0
4.211358417E0,-3.008743286E-2,1.365161133E-1,9.763297119E0,9.764297852E0
4.221367417E0,-5.912704468E-2,2.061213684E-1,9.756561127E0,9.758917309E0
4.231408417E0,-4.116439819E-2,3.056643677E-1,9.742041321E0,9.746922299E0
4.241417417E0,-4.939727783E-2,3.243754578E-1,9.759105835E0,9.764620127E0
4.251458417E0,-9.684860229E-2,2.622546387E-1,9.762099609E0,9.766101880E0
4.261467417E0,-6.242019653E-2,3.658392334E-1,9.754016418E0,9.761074271E0
4.271508417E0,-3.203338623E-2,2.324665833E-1,9.770781555E0,9.773599084E0
4.281548417E0,-8.292755127E-2,-9.565109253E-2,9.746531982E0,9.747354092E0
4.291558417E0,-9.610015869E-2,-7.993377686E-2,9.758507080E0,9.759307613E0
4.301598417E0,-1.083746338E-1,-1.556762695E-1,9.761800232E0,9.763642964E0
4.311608417E0,-8.068222046E-2,1.224453735E-1,9.755812683E0,9.756914656E0
4.321648417E0,-3.876937866E-2,1.851649475E-1,9.757758636E0,9.759592344E0
4.331658417E0,-1.945953369E-3,2.893482971E-1,9.744735718E0,9.749030743E0
4.341698417E0,-6.137237549E-3,3.261717224E-1,9.755213928E0,9.760667213E0
4.351708417E0,-4.475692749E-2,2.381547546E-1,9.758956146E0,9.761964246E0
4.361748417E0,-1.261875916E-1,1.475930786E-1,9.767189026E0,9.769119126E0
4.371788417E0,-1.264869690E-1,-1.047821045E-2,9.757608948E0,9.758434358E0
4.381798417E0,-9.071136475E-2,-1.297801208E-1,9.759405212E0,9.760689603E0
4.391839417E0,-8.382568359E-2,-1.184037781E-1,9.768685913E0,9.769763081E0
4.401848417E0,-8.217910767E-2,-3.607498169E-2,9.761201477E0,9.761614061E0
4.411889417E0,-9.101074219E-2,-1.064286804E-1,9.765542450E0,9.766546440E0
4.421898417E0,-1.260379028E-1,-2.520758057E-1,9.770482178E0,9.774546012E0
4.431939417E0,-6.691085815E-2,1.041833496E-1,9.755662994E0,9.756448723E0
4.441979417E0,-4.355941772E-2,1.978884888E-1,9.761650543E0,9.763753305E0
4.451989417E0,-4.805007935E-2,1.191522217E-1,9.751771088E0,9.752617362E0
4.462029417E0,-5.403762817E-2,7.559280396E-2,9.736353149E0,9.736796546E0
4.472039417E0,-9.879455566E-2,-6.152206421E-2,9.771529999E0,9.772223076E0
4.482079417E0,-1.416055298E-1,-1.398092651E-1,9.752968597E0,9.754998474E0
4.492089417E0,-1.097218323E-1,-7.783813477E-3,9.757309570E0,9.757929571E0
4.502129417E0,-8.442443848E-2,3.682342529E-2,9.765841827E0,9.766276161E0
4.512139417E0,-2.005828857E-2,2.776725769E-1,9.754615173E0,9.758587069E0
4.522179417E0,8.232879639E-3,3.165916443E-1,9.759105835E0,9.764243173E0
4.532219417E0,-2.110610962E-2,1.737886047E-1,9.753567352E0,9.755138341E0
4.542229417E0,-2.589614868E-2,5.957611084E-2,9.748028870E0,9.748245317E0
4.552269417E0,-7.080276489E-2,3.218307495E-2,9.743687897E0,9.743998287E0
4.562279417E0,-1.658551025E-1,-3.622467041E-2,9.762249298E0,9.763725288E0
4.572320417E0,-2.112107849E-1,-3.185375977E-1,9.752818909E0,9.760304957E0
4.582329417E0,-1.932481384E-1,-3.517684937E-1,9.748777313E0,9.757035668E0
4.592370417E0,-2.127076721E-1,-5.689668274E-1,9.771230621E0,9.790092730E0
4.602410417E0,-1.616638184E-1,-6.876699829E-1,9.771080933E0,9.796583475E0
4.612420417E0,-1.109193420E-1,-5.921685791E-1,9.780960388E0,9.799497581E0
4.622460417E0,-1.383123779E-1,-7.680528259E-1,9.789492645E0,9.820549970E0
4.632496667E0,-1.273851013E-1,-5.034031677E-1,9.772877197E0,9.786662885E0
4.642536667E0,-7.439529419E-2,-2.561174011E-1,9.773775330E0,9.777413512E0
4.652546667E0,-3.832031250E-2,-1.975891113E-2,9.742340698E0,9.742436099E0
4.662586667E0,-4.805007935E-2,2.233355713E-1,9.700727234E0,9.703416741E0
4.672596667E0,-5.972579956E-2,3.944297791E-1,9.683363342E0,9.691577149E0
4.682636667E0,-9.430389404E-2,7.622149658E-1,9.695488129E0,9.725860113E0
4.692676667E0,-2.213896179E-1,6.776408386E-1,9.752220154E0,9.778241580E0
4.702686667E0,-2.125579834E-1,4.388873291E-1,9.751471710E0,9.763657281E0
4.712726667E0,-2.035766602E-1,1.911524963E-1,9.754315796E0,9.758312322E0
4.722736667E0,-2.451901245E-1,-1.760339355E-1,9.790540466E0,9.795192125E0
4.732776667E0,-1.706451416E-1,-4.984634399E-1,9.783355408E0,9.797531761E0
4.742786667E0,-1.513352966E-1,-6.276448059E-1,9.777367859E0,9.798661267E0
4.752826667E0,-7.304809570E-2,-7.417076111E-1,9.792336731E0,9.820658066E0
4.762836667E0,-7.304809570E-2,-1.730401611E-1,9.759854279E0,9.761661460E0
4.772877667E0,-4.326004028E-2,1.311273193E-1,9.749825134E0,9.750802836E0
4.782917667E0,-6.137237549E-2,6.358776855E-1,9.741292877E0,9.762217674E0
4.792927667E0,-1.239422607E-1,1.094823303E0,9.717043304E0,9.779311342E0
4.802967667E0,-2.125579834E-1,1.227297821E0,9.723180542E0,9.802636415E0
4.812977667E0,-2.249821472E-1,5.867797852E-1,9.743238831E0,9.763484542E0
4.823017667E0,-1.022373962E-1,-1.377136230E-2,9.776918793E0,9.777463026E0
4.833027667E0,3.607498169E-2,-6.105802917E-1,9.805509338E0,9.824567323E0
4.843067667E0,1.278341675E-1,-1.399589539E0,9.791288910E0,9.891639448E0
4.853107667E0,7.155120850E-2,-1.433868256E0,9.795929260E0,9.900572096E0
4.863117667E0,-1.835183716E-1,-1.567839661E0,9.799222412E0,9.925550870E0
4.873157667E0,-2.348616028E-1,-1.076860657E0,9.781259766E0,9.843161659E0
4.883167667E0,-2.014810181E-1,-3.576063538E-1,9.743388519E0,9.752030391E0
4.893207667E0,-1.594184875E-1,2.442919922E-1,9.705966339E0,9.710348882E0
4.903217667E0,-2.065704346E-1,2.842588806E-1,9.743388519E0,9.749722780E0
4.913257667E0,-2.019300842E-1,1.686991882E-1,9.738598480E0,9.742152510E0
4.923267667E0,-1.872605896E-1,9.086105347E-2,9.730365601E0,9.732591483E0
4.933307667E0,-1.939965820E-1,-1.957928467E-1,9.755513306E0,9.759406200E0
4.943348667E0,-1.514849854E-1,-1.683998108E-1,9.756860504E0,9.759489387E0
4.953357667E0,-1.389111328E-1,-1.893562317E-1,9.761051788E0,9.763876489E0
4.963398667E0,-1.380130005E-1,3.592529297E-3,9.752519531E0,9.753496691E0
4.973408667E0,-9.819580078E-2,1.715432739E-1,9.758058014E0,9.760059719E0
4.983448667E0,-7.140151978E-2,2.754272461E-1,9.740694122E0,9.744848913E0
4.993458667E0,-8.158035278E-2,1.929487610E-1,9.751172333E0,9.753422294E0
5.003498667E0,-3.622467041E-2,2.505789185E-1,9.771979065E0,9.775258404E0
5.013538667E0,-5.822891235E-2,1.222956848E-1,9.757459259E0,9.758399358E0
5.023548667E0,-1.179547119E-1,3.462300110E-1,9.727671204E0,9.734545474E0
5.033588667E0,-1.600172424E-1,4.204756165E-1,9.734856262E0,9.745246621E0
5.043598667E0,-1.686991882E-1,5.441184998E-1,9.747729492E0,9.764361454E0
5.053638667E0,-1.270857239E-1,6.090834045E-1,9.740694122E0,9.760545854E0
5.063648667E0,-6.212081909E-2,3.999682617E-1,9.752070465E0,9.760466790E0
5.073688667E0,7.634124756E-3,-6.735992432E-3,9.797575836E0,9.797581126E0
5.083698667E0,6.361770630E-2,-4.073030090E-1,9.790989532E0,9.799664228E0
5.093738667E0,7.409591675E-2,-5.728587341E-1,9.780810699E0,9.797852585E0
5.103779667E0,-7.035369873E-3,-6.268963623E-1,9.787247314E0,9.807306386E0
5.113788667E0,-3.128494263E-2,-4.617897034E-1,9.770182800E0,9.781140037E0
5.123829667E0,-1.350192261E-1,-2.815644836E-1,9.744436340E0,9.749438360E0
5.133838667E0,-1.871109009E-1,-5.149291992E-2,9.745035095E0,9.746967273E0
5.143879667E0,-1.181044006E-1,-1.691482544E-1,9.762848053E0,9.765027490E0
5.153888667E0,-1.800755310E-1,-4.369413757E-1,9.770482178E0,9.781905078E0
5.163929667E0,-2.547702026E-1,-5.885760498E-1,9.774823151E0,9.795840814E0
5.173939667E0,-2.926414490E-1,-7.464976501E-1,9.778565369E0,9.811383105E0
5.183979667E0,-2.938389587E-1,-5.189707947E-1,9.762848053E0,9.781046678E0
5.194019667E0,-2.375559998E-1,-1.770817566E-1,9.748477936E0,9.752979692E0
5.204029667E0,-1.724414062E-1,1.739382935E-1,9.702972565E0,9.706063422E0
5.214069667E0,-9.774673462E-2,3.635939026E-1,9.714348907E0,9.721642333E0
5.224079667E0,-1.305285645E-1,2.579136658E-1,9.748627625E0,9.752912269E0
5.234119667E0,-1.760339355E-1,2.215393066E-1,9.730814667E0,9.734927924E0
5.244129667E0,-2.207908630E-1,9.325607300E-2,9.745334473E0,9.748281350E0
5.254169667E0,-2.432441711E-1,1.160087585E-1,9.754016418E0,9.757738573E0
5.264210667E0,-2.353106689E-1,7.214996338E-2,9.729317780E0,9.732430384E0
5.274219667E0,-2.368075562E-1,1.377136230E-1,9.716145172E0,9.720006166E0
5.284260667E0,-1.556762695E-1,1.613644409E-1,9.768835602E0,9.771408425E0
5.294269667E0,-1.002914429E-1,9.445358276E-2,9.776769104E0,9.777739717E0
5.304310667E0,-7.274871826E-2,-2.020797729E-2,9.757309570E0,9.757601692E0
5.314319667E0,-1.106199646E-1,-1.505868530E-1,9.754315796E0,9.756105259E0
5.324360667E0,-1.688488770E-1,-2.207908630E-1,9.779313812E0,9.783263115E0
5.334369667E0,-2.058219910E-1,-3.231779480E-1,9.771829376E0,9.779338221E0
5.344410667E0,-1.969903564E-1,-7.319778442E-2,9.749825134E0,9.752089687E0
5.354450667E0,-1.886077881E-1,2.559677124E-2,9.747130737E0,9.748988958E0
5.364460667E0,-1.856140137E-1,7.694000244E-2,9.743089142E0,9.745160766E0
5.374500667E0,-1.451980591E-1,6.511459351E-2,9.760902100E0,9.762199147E0
5.384510667E0,-8.098159790E-2,1.559756470E-1,9.759405212E0,9.760987477E0
5.394550667E0,-6.511459351E-2,1.594184875E-1,9.757758636E0,9.759278035E0
5.404560667E0,-1.058299255E-1,1.224453735E-1,9.749525757E0,9.750868952E0
5.414600667E0,-1.240919495E-1,9.894424438E-2,9.744286652E0,9.745579055E0
5.424610667E0,-7.050338745E-2,-2.335144043E-2,9.781708832E0,9.781990783E0
5.434650667E0,1.167572021E-2,4.086502075E-2,9.777816925E0,9.777909290E0
5.444690667E0,6.271957397E-2,6.885681152E-3,9.750124512E0,9.750328669E0
5.454700667E0,5.044509888E-2,4.790039062E-3,9.783355408E0,9.783486632E0
5.464741667E0,-1.496887207E-3,1.890568542E-1,9.773026886E0,9.774855459E0
5.474750667E0,2.993774414E-3,1.947450256E-1,9.760003967E0,9.761947143E0
5.484791667E0,-1.392105103E-2,2.100132751E-1,9.761949921E0,9.764218639E0
5.494800667E0,-2.005828857E-2,3.790118408E-1,9.763746185E0,9.771120298E0
5.504841667E0,3.382965088E-2,3.007246399E-1,9.754615173E0,9.759308220E0
5.514881667E0,3.128494263E-2,1.213975525E-1,9.753567352E0,9.754372979E0
5.524891667E0,6.242019653E-2,1.396595764E-1,9.766290894E0,9.767488874E0
5.534931667E0,7.200027466E-2,1.372645569E-1,9.780511322E0,9.781739483E0
5.544941667E0,2.559677124E-2,-1.197509766E-3,9.755513306E0,9.755546960E0
5.554981667E0,-1.826202393E-2,4.894821167E-2,9.758357391E0,9.758497241E0
5.564991667E0,-2.559677124E-2,1.643582153E-1,9.777816925E0,9.779231700E0
5.575031667E0,-5.688171387E-2,1.300794983E-1,9.765093384E0,9.766125383E0
5.585041667E0,-1.440005493E-1,-6.376739502E-2,9.746831360E0,9.748103610E0
5.595081667E0,-2.336640930E-1,-2.429447937E-1,9.684411163E0,9.690275572E0
5.605121667E0,-2.300715637E-1,5.418731689E-2,9.846374359E0,9.849210994E0
5.615131667E0,-1.974394226E-1,-1.275347900E-1,9.705517273E0,9.708363043E0
5.625171667E0,-1.838177490E-1,-1.541793823E-2,9.705367584E0,9.707120408E0
5.635187000E0,-2.002835083E-1,3.420387268E-1,9.732910309E0,9.740977726E0
5.645227000E0,-2.761756897E-1,5.968089294E-1,9.809850311E0,9.831867424E0
5.655237000E0,-2.935395813E-1,2.475851440E-1,9.668693848E0,9.676316686E0
5.665278000E0,-2.754272461E-1,3.592529297E-3,9.730964355E0,9.734862113E0
5.675318000E0,-2.725831604E-1,-3.233276367E-1,9.820029144E0,9.829130925E0
5.685328000E0,-2.354603577E-1,-6.268963623E-1,9.760003967E0,9.782950377E0
5.695368000E0,-1.920506287E-1,-7.420069885E-1,9.740843811E0,9.770951641E0
5.705378000E0,-1.190025330E-1,-7.330256653E-1,9.781259766E0,9.809410320E0
5.715418000E0,-5.852828979E-2,-6.387217712E-1,9.788145447E0,9.809137697E0
5.725428000E0,-6.286926270E-2,-4.324507141E-1,9.747879181E0,9.757669532E0
5.735468000E0,-1.121168518E-1,-3.116519165E-1,9.756261749E0,9.761882012E0
5.745478000E0,-1.752854919E-1,-1.592687988E-1,9.760902100E0,9.763774954E0
5.755518000E0,-1.935475159E-1,-1.329235840E-1,9.742939453E0,9.745768236E0
5.765558000E0,-1.779798889E-1,-1.860630798E-1,9.750423889E0,9.753822960E0
5.775568000E0,-1.772314453E-1,-1.472937012E-1,9.788145447E0,9.790857864E0
5.785608000E0,-1.721420288E-1,-2.866539001E-1,9.755812683E0,9.761541090E0
5.795618000E0,-1.686991882E-1,-3.173400879E-1,9.740394745E0,9.747022824E0
5.805658000E0,-1.098715210E-1,-1.642085266E-1,9.762997742E0,9.764996728E0
5.815668000E0,-7.155120850E-2,-2.152523804E-1,9.768835602E0,9.771468783E0
5.825708000E0,-9.430389404E-2,-4.834945679E-2,9.744286652E0,9.744862916E0
5.835718000E0,-1.103205872E-1,1.654060364E-1,9.740245056E0,9.742274044E0
5.845758000E0,-1.333726501E-1,3.417393494E-1,9.748777313E0,9.755676970E0
5.855799000E0,-1.276844788E-1,4.567002869E-1,9.743687897E0,9.755220772E0
5.865809000E0,-1.541793823E-1,4.712200928E-1,9.759255524E0,9.771841589E0
5.875849000E0,-1.962419128E-1,3.305126953E-1,9.750124512E0,9.757698372E0
5.885859000E0,-2.818638611E-1,2.080673218E-1,9.748328247E0,9.754621615E0
5.895899000E0,-3.121009827E-1,7.484436035E-3,9.755662994E0,9.760656919E0
5.905909000E0,-2.342628479E-1,-4.405339050E-1,9.759105835E0,9.771852225E0
5.915949000E0,-1.410067749E-1,-6.659651184E-1,9.754914551E0,9.778637448E0
5.925989000E0,-6.691085815E-2,-8.976832581E-1,9.789941711E0,9.831239546E0
5.935999000E0,-3.607498169E-2,-7.283853149E-1,9.779613190E0,9.806767088E0
5.946039000E0,-6.616241455E-2,-7.815248108E-1,9.758656769E0,9.790124638E0
5.956049000E0,-1.282832336E-1,-1.019080811E0,9.764794006E0,9.818665096E0
5.966089000E0,-7.679031372E-2,-1.113235016E0,9.773625641E0,9.837120876E0
5.976099000E0,-5.298980713E-2,-1.016536102E0,9.768236847E0,9.821130519E0
5.986139000E0,-3.472778320E-2,-1.018482056E0,9.767937469E0,9.820952811E0
5.996149000E0,-2.679428101E-2,-1.020727386E0,9.777816925E0,9.830987038E0
6.006189000E0,-5.763015747E-2,-8.452922058E-1,9.749525757E0,9.786270619E0
6.016230000E0,-1.100212097E-1,-6.527925110E-1,9.785600739E0,9.807967401E0
6.026239000E0,-1.348695374E-1,-5.251080322E-1,9.765392761E0,9.780430666E0
6.036280000E0,-1.302291870E-1,-3.043171692E-1,9.727820892E0,9.733450976E0
6.046289000E0,-1.055305481E-1,-1.059796143E-1,9.790989532E0,9.792131760E0
6.056330000E0,-7.604187012E-2,-2.649490356E-2,9.790241089E0,9.790572247E0
6.066340000E0,-3.727249146E-2,3.263214111E-2,9.710756378E0,9.710882737E0
6.076380000E0,-2.454895020E-2,-4.490661621E-4,9.757159882E0,9.757190774E0
6.086390000E0,2.365081787E-2,-1.062789917E-2,9.842781830E0,9.842815982E0
6.096430000E0,2.484832764E-2,9.879455566E-3,9.731712799E0,9.731749537E0
6.106470000E0,2.185455322E-2,-4.430786133E-2,9.727521515E0,9.727646973E0
6.116480000E0,1.631607056E-2,-7.649093628E-2,9.842482452E0,9.842793196E0
6.126520000E0,1.811233521E-2,-8.637039185E-2,9.779463501E0,9.779861669E0
6.136530000E0,1.676513672E-2,-1.016386414E-1,9.622290344E0,9.622841730E0
6.146570000E0,-4.340972900E-3,-8.547225952E-2,9.686057739E0,9.686435819E0
6.156580000E0,-1.092727661E-2,-5.882766724E-2,9.855954437E0,9.856136057E0
6.166620000E0,-1.541793823E-2,-3.772155762E-2,9.791588287E0,9.791673086E0
6.176661000E0,-1.616638184E-2,-2.649490356E-2,9.678423615E0,9.678473381E0
6.186670000E0,-2.365081787E-2,-2.245330811E-2,9.765243073E0,9.765297526E0
6.196711000E0,-2.140548706E-2,-4.146377563E-2,9.826465759E0,9.826576553E0
6.206720000E0,-2.395019531E-2,-6.137237549E-2,9.753267975E0,9.753490471E0
6.216761000E0,-2.230361938E-2,-7.214996338E-2,9.689051514E0,9.689345814E0
6.226770000E0,-1.960922241E-2,-8.427474976E-2,9.771529999E0,9.771913081E0
6.236811000E0,-2.664459229E-2,-7.753875732E-2,9.813442841E0,9.813785334E0
6.246820000E0,-1.287322998E-2,-5.358856201E-2,9.731114044E0,9.731270112E0
6.256861000E0,-1.287322998E-2,-4.775070190E-2,9.730664978E0,9.730790655E0
6.266901000E0,-1.077758789E-2,-4.685256958E-2,9.808353424E0,9.808471247E0
6.276911000E0,2.245330811E-3,-4.790039062E-2,9.778565369E0,9.778682946E0
6.286951000E0,-1.496887207E-3,-5.837860107E-2,9.736951904E0,9.737127024E0
6.296961000E0,-4.640350342E-3,-6.930587769E-2,9.750124512E0,9.750371933E0
6.307001000E0,-1.646575928E-3,-6.436614990E-2,9.764644318E0,9.764856597E0
6.317011000E0,-2.245330811E-3,-5.313949585E-2,9.723629608E0,9.723775070E0
6.327051000E0,-1.975891113E-2,-3.248245239E-2,9.896520081E0,9.896593112E0
