"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.958028750E0,1.008555530E-1,4.818606365E-2,-1.455021143E-2,1.127184455E-1
2.968069750E0,1.574236003E-1,1.752527475E-2,2.513133287E-3,1.584160378E-1
2.978078750E0,-3.331575371E-2,-7.072927270E-2,-5.397038519E-2,9.500195756E-2
2.988119750E0,-2.126964528E-1,-2.733633617E-2,-1.605855918E-1,2.679081719E-1
2.998129750E0,-2.899312280E-1,1.476479511E-1,-1.356197351E-1,3.524950311E-1
3.008169750E0,-2.583027614E-1,2.556932953E-1,2.209604323E-2,3.641258202E-1
3.018209750E0,-2.007133517E-2,3.193168853E-1,1.075449139E-1,3.375382056E-1
3.028219750E0,9.203773253E-2,1.259034169E-1,-6.629631579E-2,1.694633178E-1
3.038259750E0,1.792065617E-2,-1.943421890E-1,-2.762949729E-1,3.382734817E-1
3.048269750E0,-4.704333499E-2,-2.371459455E-1,-4.436896473E-1,5.052838588E-1
3.058309750E0,-2.588748749E-2,-2.120944088E-1,-4.760405374E-1,5.217938228E-1
3.068319750E0,3.563658670E-3,-1.640229506E-1,-4.184133035E-1,4.494284376E-1
3.078359750E0,-2.994870767E-2,-4.852834504E-2,-2.689701658E-1,2.749488598E-1
3.088369750E0,1.068107229E-2,1.043547461E-1,-1.233294725E-1,1.619078662E-1
3.098409750E0,1.543553835E-1,1.558723705E-1,-8.189259410E-2,2.341541742E-1
3.108450750E0,2.675730833E-1,7.681949498E-2,-1.563761812E-1,3.192962571E-1
3.118459750E0,2.327769973E-1,-7.443172965E-2,-2.704945350E-1,3.645442446E-1
3.128500750E0,9.808017209E-2,-2.278115418E-1,-2.915141058E-1,3.827509538E-1
3.138509750E0,-1.320202623E-2,-2.760392668E-1,-1.819787997E-1,3.308900934E-1
3.148550750E0,-1.707324844E-2,-1.100176648E-1,7.331999123E-2,1.333086775E-1
3.158559750E0,6.946020763E-2,1.032508466E-1,2.421139044E-1,2.722216017E-1
3.168600750E0,1.733973529E-1,2.218447140E-1,2.152453637E-1,3.544182356E-1
3.178640750E0,2.012381393E-1,1.920273494E-1,9.955937147E-2,2.954375740E-1
3.188650750E0,1.095695123E-1,7.584975254E-2,-3.466170967E-2,1.376956684E-1
3.198690750E0,-2.965371564E-2,-1.102944940E-1,-5.322837353E-2,1.260058649E-1
3.208700750E0,-5.701499384E-2,-1.970451741E-1,6.539525986E-3,2.052322478E-1
3.218740750E0,6.569405258E-2,-1.748964328E-1,1.059076935E-1,2.147577945E-1
3.228750750E0,1.687342350E-1,-1.055209367E-1,2.995171899E-1,3.596059749E-1
3.238790750E0,2.346267640E-1,6.869995996E-2,3.841977364E-1,4.553869822E-1
3.248830750E0,2.213490894E-1,2.238517343E-1,3.203607595E-1,4.491503474E-1
3.258840750E0,7.212120239E-2,1.835040459E-1,2.720779610E-1,3.360083623E-1
3.268880750E0,-1.478059173E-2,-1.891822770E-2,1.790680557E-1,1.806702350E-1
3.278890750E0,5.603883773E-2,-2.408865007E-1,1.081360674E-1,2.699260392E-1
3.288931750E0,1.462164248E-1,-2.791122345E-1,2.068744898E-1,3.769349239E-1
3.298940750E0,3.340187224E-1,-2.623590846E-2,3.407628644E-1,4.778871828E-1
3.308981750E0,3.650878296E-1,1.922830920E-1,4.684438348E-1,6.242607926E-1
3.318990750E0,1.087365399E-1,2.368577326E-1,3.784850067E-1,4.595390309E-1
3.329031750E0,-7.636485569E-2,1.313575535E-1,7.558988035E-2,1.697062994E-1
3.339071750E0,-1.547748481E-1,-1.322416159E-1,-1.648178065E-1,2.619313038E-1
3.349081750E0,-1.411613607E-1,-3.025263132E-1,-2.101840138E-1,3.944946383E-1
3.359121750E0,-4.206494249E-2,-3.444429192E-1,-7.661021948E-2,3.553582835E-1
3.369131750E0,1.525757834E-3,-2.111600969E-1,1.050031292E-1,2.358316594E-1
3.379171750E0,1.501247768E-1,1.415871841E-1,2.583440208E-1,3.306448433E-1
3.389181750E0,2.694896910E-1,3.792111578E-1,2.735263163E-1,5.396688257E-1
3.399221750E0,9.060187563E-2,2.639186101E-1,4.424646556E-2,2.825234191E-1
3.409261750E0,-2.316934352E-1,1.446557298E-2,-3.067186207E-1,3.846653259E-1
3.419271750E0,-3.445553684E-1,-1.695343534E-1,-4.739472342E-1,6.099887537E-1
3.429311750E0,-1.007068145E-1,-2.187682746E-1,-3.591739923E-1,4.324434959E-1
3.439321750E0,2.102122997E-1,-5.120483492E-2,-9.379986405E-2,2.358167945E-1
3.449361750E0,3.435739864E-1,1.246074363E-1,4.751739800E-2,3.685485048E-1
3.459371750E0,3.507482276E-1,9.730850408E-2,-2.135637045E-2,3.646222137E-1
3.469411750E0,1.671459485E-1,5.279085562E-3,-1.699452299E-1,2.384261269E-1
3.479452750E0,-6.690325677E-2,-2.196470015E-2,-2.812615979E-1,2.899423740E-1
3.489462750E0,-1.637822646E-1,2.294187952E-2,-2.594818890E-1,3.077040961E-1
3.499502750E0,-1.260316902E-1,7.310759112E-2,-2.486949456E-1,2.882323416E-1
3.509512750E0,-5.537561730E-2,5.284717161E-2,-2.468729532E-1,2.584676722E-1
3.519552750E0,-1.263361839E-1,-4.954857454E-3,-3.896713150E-1,4.096695201E-1
3.529562750E0,-2.324124965E-1,-9.069111876E-2,-4.701728565E-1,5.322621182E-1
3.539602750E0,-2.301715511E-1,-9.117881309E-2,-4.735198027E-1,5.343346540E-1
3.549612750E0,-1.688705117E-1,-8.507260233E-3,-3.516164660E-1,3.901586374E-1
3.559652750E0,-1.362649754E-2,1.294481452E-1,-7.481103122E-2,1.501305902E-1
3.569692750E0,8.226316139E-2,1.437262418E-1,1.657293874E-1,2.342876227E-1
3.579702750E0,7.883340396E-2,5.570788532E-2,6.313589573E-2,1.153439006E-1
3.589742750E0,-3.630989358E-2,-7.409986362E-2,-1.901970613E-1,2.073261206E-1
3.599752750E0,-1.552663797E-1,-1.892244866E-1,-3.659672874E-1,4.402790143E-1
3.609792750E0,-2.607548279E-1,-1.600222126E-1,-4.364829540E-1,5.330267891E-1
3.619802750E0,-3.399604071E-1,-7.377527006E-2,-4.750114274E-1,5.887713691E-1
3.629842750E0,-3.342390528E-1,6.669370718E-3,-3.827026033E-1,5.081550034E-1
3.639883750E0,-9.939046003E-2,8.665273927E-2,-1.543010044E-1,2.029678810E-1
3.649892750E0,8.930072397E-2,8.747982793E-2,5.876276314E-2,1.381318281E-1
3.659933750E0,1.195114600E-1,1.391926762E-1,8.180547059E-2,2.008724103E-1
3.669942750E0,2.365732290E-2,1.187909368E-1,-1.233253795E-1,1.728586267E-1
3.679983750E0,-9.121502928E-2,1.413432822E-2,-2.630030823E-1,2.787303035E-1
3.689993750E0,-4.154841408E-2,4.504066363E-2,-2.063523334E-1,2.152584902E-1
3.700033750E0,1.377373774E-1,-6.575709287E-2,-1.064485610E-1,1.860829829E-1
3.710073750E0,2.628029613E-1,-2.021020655E-1,-5.093217194E-2,3.354172439E-1
3.720083750E0,2.029102238E-1,-1.081550343E-1,-1.118630826E-2,2.302068718E-1
3.730123750E0,-5.534053400E-2,8.005598366E-2,-9.838525057E-3,9.781785010E-2
3.740133750E0,-2.353564234E-1,2.798107209E-1,-1.542612433E-2,3.659571709E-1
3.750173750E0,-2.544874898E-1,3.297404243E-1,8.638851821E-2,4.253887704E-1
3.760183750E0,-1.072445132E-1,1.876824297E-1,2.530400115E-1,3.327992299E-1
3.770223750E0,2.347945060E-1,-1.730816033E-2,3.847859663E-1,4.510967438E-1
3.780233750E0,4.106998759E-1,-1.856468677E-1,3.289538276E-1,5.579872474E-1
3.790273750E0,3.530102961E-1,-2.166258548E-1,2.152862942E-1,4.667881946E-1
3.800314750E0,6.228052117E-2,-2.117591441E-1,6.147996426E-2,2.291300601E-1
3.810323750E0,-2.750192566E-1,-6.217139751E-2,-4.494462311E-2,2.855186392E-1
3.820376833E0,-4.841436819E-1,7.083850600E-2,8.773220837E-2,4.971017391E-1
3.830385833E0,-3.313468737E-1,2.589299119E-1,2.267825049E-1,4.777716552E-1
3.840426833E0,4.418894358E-2,3.557379125E-1,4.153616416E-1,5.486596563E-1
3.850435833E0,4.610744427E-1,2.670031808E-1,4.284675908E-1,6.837139875E-1
3.860476833E0,6.818859172E-1,1.403841561E-1,1.866489708E-1,7.207731638E-1
3.870516833E0,5.324612714E-1,-8.392472081E-2,-9.164925814E-3,5.391125672E-1
3.880526833E0,2.040554009E-1,-2.682977726E-1,-1.772144884E-1,3.808244692E-1
3.890566833E0,7.555326216E-2,-1.165073799E-1,-1.224664235E-1,1.851493718E-1
3.900576833E0,3.767997660E-1,2.598666358E-1,1.475772911E-1,4.809238910E-1
3.910616833E0,4.314007004E-1,3.713831613E-1,2.873649216E-1,6.376602661E-1
3.920626833E0,2.581545711E-4,6.641700597E-2,1.667883182E-1,1.795261218E-1
3.930666833E0,-2.620163646E-1,-2.905194031E-1,-1.991918331E-1,4.390119421E-1
3.940706833E0,-2.220532769E-1,-3.521726824E-1,-4.942668933E-1,6.462453232E-1
3.950716833E0,-9.036608666E-2,-1.372183091E-1,-4.403070331E-1,4.699629531E-1
3.960756833E0,5.934010260E-2,1.144476981E-1,-2.152360082E-1,2.508905391E-1
3.970766833E0,2.399692187E-1,3.126214579E-1,1.667532349E-1,4.279299513E-1
3.980807833E0,4.601836925E-1,3.406202654E-1,4.662166303E-1,7.383421581E-1
3.990816833E0,5.021739368E-1,2.220129494E-1,4.020422691E-1,6.805192126E-1
4.000857833E0,2.064610185E-1,7.831664714E-3,5.248460770E-2,2.131715769E-1
4.010897833E0,-9.673728593E-2,-2.117031205E-1,-4.121778327E-1,4.733570317E-1
4.020907833E0,-2.370087004E-1,-2.737829360E-1,-6.990784854E-1,7.872997833E-1
4.030947833E0,-3.396446574E-1,-2.092829214E-1,-5.627477288E-1,6.898136276E-1
4.040957833E0,-3.951984686E-1,-8.649916763E-2,-2.947499549E-1,5.005411787E-1
4.050997833E0,-3.067462488E-1,-1.572434147E-2,-2.187595403E-1,3.770891838E-1
4.061007833E0,-1.235346367E-1,-1.207249948E-2,-1.597775066E-1,2.023249943E-1
4.071047833E0,-3.820468381E-2,-1.019647881E-1,-5.824703872E-2,1.234873815E-1
4.081057833E0,4.160864040E-2,-3.030264237E-2,-6.468833148E-2,8.266867195E-2
4.091097833E0,8.916550711E-2,4.529375214E-2,-1.401793939E-1,1.721983569E-1
4.101137833E0,-1.879002750E-3,-1.469664764E-2,-2.293283826E-1,2.298065038E-1
4.111147833E0,-1.389924822E-1,-1.800310556E-1,-3.769197071E-1,4.402255748E-1
4.121187833E0,-1.028836598E-1,-1.776955498E-1,-4.260386574E-1,4.729373040E-1
4.131197833E0,-2.332417779E-2,-1.562714613E-1,-3.048387408E-1,3.433532362E-1
4.141237833E0,-4.471555844E-2,-6.578900131E-2,-1.710380745E-1,1.886311130E-1
4.151247833E0,-1.183919375E-1,6.520021867E-2,1.365266383E-2,1.358459223E-1
4.161288833E0,-3.609867022E-1,-3.667784790E-3,5.619992852E-2,3.653536421E-1
4.171328833E0,-5.095685450E-1,-2.787806700E-2,-1.117981786E-1,5.224328870E-1
4.181338833E0,-3.882796045E-1,-4.482032410E-3,-2.308591837E-1,4.517489376E-1
4.191378833E0,-3.891628996E-2,-3.317189850E-2,-2.654939961E-1,2.703736571E-1
4.201388833E0,3.815522368E-1,-7.859935088E-2,-9.598672271E-2,4.012149278E-1
4.211428833E0,6.985273122E-1,-1.303463049E-1,2.344558060E-1,7.482647193E-1
4.221438833E0,5.898577595E-1,-1.332316043E-1,5.475876528E-1,8.158033307E-1
4.231478833E0,1.484035027E-1,-4.889671963E-2,4.804879296E-1,5.052555188E-1
4.241518833E0,-2.731366725E-1,4.415688439E-2,2.294558519E-1,3.594488284E-1
4.251528833E0,-4.018316963E-1,9.850322728E-2,-4.545625448E-2,4.162185351E-1
4.261568833E0,-3.112054816E-1,4.112967121E-2,-1.484613901E-1,3.472481620E-1
4.271578833E0,-1.043516032E-2,1.256253270E-2,-4.610763431E-2,4.891445328E-2
4.281618833E0,2.682947394E-1,2.243946665E-2,4.977559268E-2,2.737940950E-1
4.291628833E0,3.625525866E-1,1.911379879E-2,3.489559829E-2,3.647292395E-1
4.301668833E0,2.773731264E-1,-4.379862366E-2,2.791109920E-2,2.821935508E-1
4.311678833E0,1.561092559E-1,-3.360869008E-2,1.534660220E-1,2.214756504E-1
4.321718833E0,1.302723102E-1,1.340825204E-1,1.234528488E-1,2.240303617E-1
4.331759833E0,1.555631990E-1,1.433067498E-1,-6.490643263E-2,2.212455161E-1
4.341768833E0,1.608589491E-1,1.652304006E-1,-6.981575489E-2,2.409375986E-1
4.351809833E0,1.567889947E-1,1.770527398E-1,-3.686318636E-2,2.393519501E-1
4.361819833E0,1.331894861E-1,1.087946831E-1,-7.311183035E-2,1.868717797E-1
4.371859833E0,1.174903699E-1,4.474472143E-2,-1.482000196E-1,1.943433120E-1
4.381869833E0,-2.054046459E-2,-2.654939231E-2,-1.990532541E-1,2.018637632E-1
4.391909833E0,-2.227603514E-1,-1.820268200E-1,-3.749719995E-1,4.726097098E-1
4.401949833E0,-2.283800373E-1,-2.554549116E-1,-4.944399709E-1,6.015692297E-1
4.411959833E0,-4.423586749E-2,-5.306244051E-2,-1.793510610E-1,1.921958315E-1
4.421999833E0,9.501550019E-2,2.079757398E-1,2.151734430E-1,3.139768529E-1
4.432009833E0,2.989660898E-1,2.757174142E-1,2.843617916E-1,4.962483691E-1
4.442049833E0,5.470250776E-1,1.653002018E-1,2.247593683E-1,6.140662552E-1
4.452059833E0,5.421950582E-1,-1.272593862E-1,2.538919508E-2,5.575078867E-1
4.462099833E0,2.678019653E-1,-3.158850083E-1,-3.341625273E-1,5.321332781E-1
4.472140833E0,-8.570220128E-2,-3.238330920E-1,-5.750017387E-1,6.654620487E-1
4.482149833E0,-2.770997690E-1,-1.675514529E-1,-4.736998969E-1,5.738025477E-1
4.492190833E0,-2.448876042E-1,-6.190279104E-2,-4.762966454E-2,2.570417849E-1
4.502199833E0,-3.923021235E-2,-9.603466988E-3,3.042943650E-1,3.069630218E-1
4.512240833E0,3.601490155E-2,-9.835601449E-3,3.600154066E-1,3.619459976E-1
4.522249833E0,-1.229598554E-1,-1.849317898E-1,4.850616217E-2,2.273141894E-1
4.532290833E0,-2.126108276E-1,-2.751428521E-1,-4.084484786E-1,5.364113280E-1
4.542330833E0,-2.098055528E-1,-1.727913621E-1,-6.787781221E-1,7.311736892E-1
4.552340833E0,-1.410407618E-1,2.875993218E-2,-4.667574978E-1,4.884487608E-1
4.562380833E0,5.481179953E-2,1.363761090E-1,-1.283218253E-1,1.951134729E-1
4.572390833E0,2.890735511E-1,9.141127646E-2,7.894325852E-3,3.032851130E-1
4.582430833E0,3.124287922E-1,5.391681008E-2,-2.653934240E-2,3.181557941E-1
4.592440833E0,-1.509911880E-2,6.328375719E-2,-2.284150475E-1,2.375000026E-1
4.602480833E0,-3.198475932E-1,1.411675551E-1,-4.733660209E-1,5.884778256E-1
4.612490833E0,-4.442366543E-1,1.618875474E-1,-5.794070309E-1,7.478410864E-1
4.622530833E0,-4.085618415E-1,2.450168642E-1,-5.141965431E-1,7.009665662E-1
4.632570833E0,-2.332599042E-1,4.103201358E-1,-2.877116615E-1,5.527664940E-1
4.642580833E0,-5.641042829E-2,3.943404628E-1,-1.324318331E-1,4.197912904E-1
4.652621833E0,-2.588255391E-2,2.655493254E-1,-1.883557731E-1,3.265949297E-1
4.662630833E0,-7.928393193E-2,1.378580493E-1,-3.004509902E-1,3.399434970E-1
4.672671833E0,-1.140809315E-1,7.360328883E-2,-4.566271967E-1,4.763825142E-1
4.682680833E0,-1.154066415E-1,5.048671918E-2,-5.107308984E-1,5.260357899E-1
4.692721833E0,-8.039300255E-2,1.166516416E-1,-3.665713048E-1,3.929951168E-1
4.702761833E0,-9.784474857E-2,1.690415793E-1,-1.507336181E-1,2.467169917E-1
4.712771833E0,-1.395505989E-1,1.108504180E-1,-2.428138161E-1,3.011988282E-1
4.722811833E0,-1.282329476E-1,1.456987452E-1,-4.723012429E-1,5.106273370E-1
4.732821833E0,-8.166740321E-2,1.873059969E-1,-4.627463078E-1,5.058529892E-1
4.742861833E0,1.435652241E-2,1.075992564E-1,-1.847632438E-1,2.142922443E-1
4.752871833E0,6.743966572E-2,-7.047218707E-2,2.440510869E-2,1.005487294E-1
4.762911833E0,3.042671755E-3,-1.916871694E-1,2.144641757E-2,1.929071735E-1
4.772951833E0,-4.210338794E-2,-1.338279198E-1,-1.258174628E-1,1.884479805E-1
4.782961833E0,-5.540119886E-2,-6.682769065E-2,-2.081363189E-1,2.255126611E-1
4.793001833E0,-3.435063779E-2,4.953992249E-2,-2.006086135E-1,2.094707284E-1
4.803011833E0,-1.190279683E-1,2.583980528E-2,-2.743180293E-1,3.001428559E-1
4.813077583E0,-8.409765221E-2,-1.142465174E-1,-3.405453479E-1,3.689116640E-1
4.823087583E0,-3.898484856E-3,-6.379977398E-2,-2.750734895E-1,2.824022556E-1
4.833127583E0,-5.296532191E-2,-5.503753860E-2,-1.816332293E-1,1.970408231E-1
4.843137583E0,-4.573407032E-2,-6.228223879E-2,-1.638851756E-1,1.811878396E-1
4.853178583E0,1.198079869E-2,-8.501659697E-2,-2.862802631E-1,2.988774838E-1
4.863218583E0,3.591520652E-2,-1.806377042E-1,-4.221075743E-1,4.605373889E-1
4.873228583E0,7.926865608E-2,-1.575805980E-1,-3.899379480E-1,4.279798687E-1
4.883268583E0,2.753687739E-2,-1.663397271E-1,-3.604808450E-1,3.979618374E-1
4.893278583E0,3.410417765E-2,-1.356641374E-1,-2.053968984E-1,2.485070200E-1
4.903318583E0,8.360253923E-2,-1.847826127E-2,-1.705024695E-1,1.907928794E-1
4.913328583E0,6.012779564E-2,-6.034436189E-3,-3.881481153E-1,3.928240390E-1
4.923368583E0,-6.305271909E-2,-1.174792236E-1,-5.570151186E-1,5.727502560E-1
4.933408583E0,-1.353713015E-1,-2.342639808E-1,-5.548972571E-1,6.173459062E-1
4.943418583E0,-1.189177483E-1,-1.876377716E-1,-4.912187397E-1,5.391152145E-1
4.953458583E0,-7.125351213E-2,-6.891352952E-2,-3.121559465E-1,3.275171331E-1
4.963468583E0,-2.350617237E-2,2.877604857E-2,-1.615509671E-1,1.657688634E-1
4.973508583E0,3.588085413E-2,-1.826717678E-2,-1.383521390E-1,1.440917756E-1
4.983518583E0,4.454394266E-2,-8.321464956E-2,-1.843556929E-1,2.071131628E-1
4.993558583E0,4.660296656E-2,-9.634183142E-2,-1.731617832E-1,2.035647026E-1
5.003599583E0,6.095700391E-2,-6.104811084E-2,-1.774127090E-1,1.972761959E-1
5.013608583E0,4.341236025E-2,-5.525432412E-2,-2.528254187E-1,2.624087760E-1
5.023649583E0,7.271305025E-2,-1.055266378E-1,-2.996996230E-1,3.259492644E-1
5.033658583E0,1.320008203E-1,-6.558054350E-2,-2.471799320E-1,2.877897549E-1
5.043699583E0,1.471698864E-1,6.433399022E-3,-2.168644577E-1,2.621651333E-1
5.053709583E0,1.244208553E-1,6.543893125E-2,-2.275204235E-1,2.674478381E-1
5.063749583E0,-2.383354336E-2,5.744611636E-2,-2.225005889E-1,2.310294486E-1
5.073789583E0,-1.729156154E-1,-1.106143367E-2,-2.409123015E-1,2.967505727E-1
5.083799583E0,-1.351295192E-1,5.288430143E-2,-1.646920913E-1,2.194999345E-1
5.093839583E0,9.366289303E-3,4.341093499E-2,-2.602478743E-2,5.147354867E-2
5.103849583E0,2.336413620E-1,1.171350785E-2,1.833318454E-1,2.972138251E-1
5.113889583E0,3.649535995E-1,1.993790902E-2,2.375700331E-1,4.359222071E-1
5.123899583E0,3.017916106E-1,-4.365940511E-2,1.350584024E-1,3.335042607E-1
5.133939583E0,1.914979937E-1,-1.006949738E-1,-3.154982150E-2,2.186466341E-1
5.143949583E0,1.202127604E-1,-9.054895833E-2,-1.227172691E-1,1.941899836E-1
5.153989583E0,6.645338662E-2,-5.619192515E-2,-1.622035164E-1,1.840748917E-1
5.164030583E0,-1.573573440E-2,-1.087775800E-2,-1.948824352E-1,1.958190555E-1
5.174039583E0,-7.293210156E-2,-2.024181806E-2,-1.285820264E-1,1.492050942E-1
5.184080583E0,-6.902784258E-2,-4.284985811E-2,-1.317892241E-1,1.548203895E-1
5.194089583E0,-1.061269641E-4,-2.879015498E-2,-1.610159469E-1,1.635696165E-1
5.204130583E0,5.764594495E-2,1.905424856E-2,-1.687126368E-1,1.793044148E-1
5.214139583E0,7.767960213E-2,2.421543963E-2,-2.685205150E-1,2.805775741E-1
5.224180583E0,-3.006060876E-2,-1.026372362E-1,-4.451654845E-1,4.578322303E-1
5.234220583E0,-1.293922312E-1,-1.544733511E-1,-5.317416984E-1,5.686418904E-1
5.244230583E0,-1.967169991E-1,-6.115061983E-2,-4.403707677E-1,4.861721805E-1
5.254270583E0,-1.901873403E-1,6.899071276E-2,-3.838907576E-1,4.339390010E-1
5.264280583E0,-1.085547280E-1,1.457873853E-1,-3.519503421E-1,3.961150514E-1
5.274320583E0,2.546462417E-3,1.545169859E-1,-2.811066467E-1,3.207848659E-1
5.284330583E0,1.490877731E-1,7.143397182E-2,-2.823906952E-1,3.272223727E-1
5.294370583E0,1.786379930E-1,-3.444415670E-2,-3.701784521E-1,4.124682035E-1
5.304410583E0,7.221062824E-2,-5.440812238E-2,-4.526855886E-1,4.616263215E-1
5.314420583E0,-7.923452295E-2,-2.152184665E-2,-4.767655921E-1,4.837837630E-1
5.324460583E0,-1.687783449E-1,-2.167657860E-2,-5.079452848E-1,5.356905974E-1
5.334470583E0,-9.967024930E-2,7.251219839E-2,-4.094717413E-1,4.276204911E-1
5.344511583E0,1.340167210E-2,1.128242187E-1,-3.319657284E-1,3.508705658E-1
5.354520583E0,1.429608413E-1,2.507143546E-2,-2.948516965E-1,3.286394711E-1
5.364561583E0,1.798751177E-1,4.418667778E-3,-2.737800854E-1,3.276127558E-1
5.374601583E0,9.030461781E-2,4.610069074E-2,-2.937822407E-1,3.107864261E-1
5.384611583E0,-8.236249097E-2,1.444291502E-2,-3.449483013E-1,3.549387388E-1
5.394651583E0,-1.985407457E-1,1.149708778E-2,-3.836235398E-1,4.321083556E-1
5.404661583E0,-1.716977866E-1,9.555424802E-2,-3.782353306E-1,4.262308172E-1
5.414701583E0,-1.349766145E-1,1.510283909E-1,-2.995166051E-1,3.615777345E-1
5.424711583E0,-6.285332903E-2,1.535577502E-1,-2.678743976E-1,3.150987409E-1
5.434751583E0,4.873025671E-2,1.188792663E-1,-1.871839911E-1,2.270347207E-1
5.444761583E0,1.806607642E-1,1.054259560E-1,-1.030472356E-1,2.331773503E-1
5.454801583E0,2.531628031E-1,6.112072594E-2,-7.366731584E-2,2.706548012E-1
5.464841583E0,2.570854808E-1,2.155280035E-2,-5.667355299E-2,2.641389014E-1
5.474851583E0,1.942589027E-1,7.157357410E-2,-6.842411757E-3,2.071379164E-1
5.484891583E0,1.443102325E-1,8.553160876E-2,3.409102142E-2,1.711820582E-1
5.494901583E0,1.823280977E-1,1.303524171E-1,8.930335522E-2,2.412682680E-1
5.504941583E0,1.398610130E-1,1.948288601E-1,2.282098103E-1,3.310575557E-1
5.514951583E0,3.052180789E-2,1.092972879E-1,2.174485946E-1,2.452781465E-1
5.524991583E0,-5.024907097E-2,-6.114104502E-2,1.126840317E-1,1.376985386E-1
5.535032583E0,-1.418470198E-1,-9.433952551E-2,8.032670975E-2,1.883425162E-1
5.545042583E0,-1.485688327E-1,-2.128127027E-2,6.649512112E-2,1.641559979E-1
5.555082583E0,-5.466883510E-2,1.009168757E-1,9.783853590E-2,1.508153720E-1
5.565092583E0,1.337845865E-1,1.564924677E-1,4.322788060E-2,2.103731392E-1
5.575132583E0,2.812301691E-1,1.276116809E-1,4.996270359E-2,3.128440840E-1
5.585142583E0,2.693317430E-1,9.669745177E-2,1.662708396E-1,3.309621989E-1
5.595182583E0,9.544490509E-2,2.752975110E-2,1.927482015E-1,2.168397710E-1
5.605222583E0,-1.123129528E-1,7.244298197E-3,9.054881215E-2,1.444498758E-1
5.615232583E0,-1.774103701E-1,-2.639995940E-2,-6.319787621E-2,1.901719455E-1
5.625272583E0,-1.186243643E-1,-1.209513368E-1,-1.599997008E-1,2.330254706E-1
5.635282583E0,-1.032222135E-1,-1.617568622E-1,-1.089470762E-1,2.206571396E-1
5.645322583E0,-3.972313263E-2,-5.287264355E-2,7.023792386E-2,9.647180754E-2
5.655332583E0,5.773248374E-3,6.012845345E-2,2.175444889E-1,2.257750340E-1
5.665372583E0,-4.403888941E-2,5.228536382E-2,1.803363168E-1,1.928584201E-1
5.675382583E0,-1.126946298E-1,-1.605035115E-2,-3.870856762E-4,1.138325226E-1
5.685422583E0,-1.885591831E-1,-1.302861243E-1,-2.228695482E-1,3.196871521E-1
5.695463583E0,-1.565108134E-1,-1.790331552E-1,-4.031742901E-1,4.680790676E-1
5.705472583E0,-7.024347872E-2,-1.123526591E-1,-4.789618063E-1,4.969523903E-1
5.715513583E0,3.161150962E-3,-7.314598175E-2,-4.215187597E-1,4.278298638E-1
5.725522583E0,1.657613278E-1,-1.396790184E-3,-2.166311538E-1,2.727779786E-1
5.735563583E0,2.969354249E-1,8.366028048E-2,-2.938810587E-3,3.085098470E-1
5.745573583E0,3.057389928E-1,1.050303553E-1,7.114307284E-3,3.233547906E-1
5.755613583E0,1.662168259E-1,-1.994695393E-2,-1.048171878E-1,1.975159666E-1
5.765653583E0,4.707154781E-3,-1.157914614E-1,-3.255238509E-1,3.455366802E-1
5.775663583E0,-1.704708215E-1,-1.879846211E-1,-5.499931973E-1,6.057153092E-1
5.785703583E0,-1.994564196E-1,-1.568819654E-1,-6.212771881E-1,6.711036871E-1
5.795713583E0,-1.556907414E-1,-7.375493271E-2,-4.905410475E-1,5.199133738E-1
5.805753583E0,-1.444744661E-2,9.678283939E-2,-2.355509895E-1,2.550684523E-1
5.815790500E0,1.270267401E-1,1.973453007E-1,-1.069596076E-1,2.579172698E-1
5.825830500E0,1.532578611E-1,1.042933869E-1,-1.222202557E-1,2.220425037E-1
5.835871500E0,1.982249960E-1,-2.142887592E-2,-2.709798539E-1,3.364259606E-1
5.845880500E0,2.273708079E-1,-5.018548250E-2,-2.858089775E-1,3.686500218E-1
5.855921500E0,1.028069881E-1,2.555806998E-2,-3.430052716E-1,3.589917939E-1
5.865930500E0,-9.731689118E-2,1.271666713E-1,-4.008207858E-1,4.316239589E-1
5.875971500E0,-1.935409378E-1,1.147823051E-1,-3.944134068E-1,4.540870045E-1
5.885980500E0,-1.522923397E-1,6.724707305E-2,-2.732111514E-1,3.199366481E-1
5.896021500E0,-2.060748830E-2,3.230743792E-2,-7.553316236E-2,8.469768435E-2
5.906030500E0,1.511462123E-1,3.197166156E-2,8.034425139E-2,1.741337514E-1
5.916071500E0,2.145387277E-1,2.666301101E-2,2.083111507E-1,3.002187824E-1
5.926111500E0,1.422764247E-1,-5.181590550E-2,2.996002203E-1,3.356899777E-1
5.936121500E0,5.305281088E-2,-8.348402347E-2,3.431900436E-1,3.571604526E-1
5.946161500E0,4.591906160E-2,-6.373826858E-2,3.641990894E-1,3.725749640E-1
5.956171500E0,7.026175126E-2,-4.022906296E-2,4.453561038E-1,4.526556642E-1
5.966211500E0,1.023210845E-1,-7.129334629E-2,4.762545455E-1,4.923116265E-1
5.976221500E0,1.155398849E-1,-1.462597673E-1,4.197873992E-1,4.593069181E-1
5.986261500E0,-5.775441080E-3,-1.733215036E-1,3.852233380E-1,4.224579499E-1
5.996301500E0,-1.104331461E-1,-1.646278999E-1,3.146427673E-1,3.718842511E-1
